spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
sunworn,N,702.9032258,0.472632077,0.868421053,209.3351945,1.110312406,0.342569987
sunwreas,N,634.3,-0.003873131,1,175.1559305,0.883912409,0
suppall,N,599.0789474,-0.154058315,0.975,181.3348972,0.929677514,0.158113883
suppane,N,627.3333333,-0.092052857,0.975,205.6576528,0.941725085,0.158113883
suppills,N,631.4102564,0.074902832,1,201.173363,1.012771782,0
supplests,N,693.0555556,0.520835478,0.95,180.0509364,1.040342528,0.220721428
suppy,N,687.2285714,0.165624618,0.921052632,179.2230102,0.843763041,0.273276313
supray,N,611.8974359,-0.129482171,1,141.629761,0.872726034,0
supuats,N,567.9230769,-0.443681847,0.975,146.0530518,0.619847747,0.158113883
surbed,N,693.6176471,0.395828271,0.925,215.0661653,1.092690448,0.266746783
surbs,N,735.375,0.578257788,0.868421053,221.6164589,1.076020276,0.342569987
surching,N,628.0789474,0.145019139,0.975,137.6296208,0.910574906,0.158113883
surcoss,N,636.2972973,-0.069082552,0.975,199.5834363,0.912935486,0.158113883
surcossed,N,675.8918919,0.279718166,0.925,234.5191041,1.245876334,0.266746783
surdosed,N,644.6315789,-0.035487698,1,218.9029677,0.847850701,0
surfaved,N,703.3846154,0.39908338,1,214.7676364,0.986882843,0
surfaves,N,701.7714286,0.344832082,0.947368421,202.1772789,0.979739736,0.226294286
surfier,N,858.0357143,1.221611828,0.842105263,301.7146656,1.479036763,0.369537021
surk,N,594.2307692,-0.123223205,0.975,117.5507643,0.728785212,0.158113883
surking,N,684.4444444,0.183475899,0.95,218.9402325,0.82338357,0.220721428
surled,N,612.7941176,0.064583253,0.85,168.3810216,0.963471849,0.361620285
surmibed,N,616.6216216,-0.160869061,0.973684211,221.6494168,0.843635439,0.162221421
surmiques,N,665.725,0.337150192,1,209.4235051,1.196508821,0
surmone,N,714.3823529,0.780442496,0.921052632,227.6107808,1.630884189,0.273276313
surnoke,N,627.5,-0.203202775,1,199.267137,0.627959329,0
surnokes,N,659.2105263,-0.020786947,1,277.3607425,0.982505902,0
surns,N,632.025,0.033846502,1,226.8600029,1.13018271,0
surpee,N,580.25,-0.236706922,1,140.5658437,0.956819713,0
surphos,N,657.972973,0.03336502,1,161.0354493,0.940904758,0
surralves,N,589.1538462,-0.287732993,1,195.2917572,1.049132047,0
surrayed,N,692.5588235,0.505016756,0.875,162.8237923,0.925472887,0.334932064
surs,N,607.6619718,-0.174733187,0.935897436,176.0051902,0.972073442,0.246520913
sursees,N,620.5714286,-0.254392853,0.921052632,186.1900177,0.75089228,0.273276313
surses,N,644.4473684,-0.166949405,1,211.509082,0.881452012,0
sursing,N,576.7894737,-0.263936062,1,133.9933758,0.790400258,0
sursooed,N,633.8108108,-0.079508446,1,201.2978498,0.971305175,0
surspide,N,702.6578947,0.229185301,0.975,297.770479,0.961039515,0.158113883
sursuit,N,638.9722222,0.19273227,0.95,109.140404,0.945539846,0.220721428
surswive,N,570.45,-0.318399594,1,140.6641663,0.790713646,0
surtob,N,575.7631579,-0.418649376,1,161.623258,0.616134426,0
surtrerge,N,647.1,0.103894614,1,242.224922,1.257001282,0
surtrerged,N,633.9459459,-0.012092507,1,204.9654369,1.006060051,0
surtrosed,N,610.7297297,-0.11367772,0.975,143.5391253,0.716501284,0.158113883
surty,N,600.0789474,-0.191197958,1,122.341874,0.697340163,0
survace,N,714.4193548,0.570127058,0.868421053,209.1863243,1.044027915,0.342569987
survards,N,621.3333333,-0.042851759,0.973684211,170.6905303,0.829703315,0.162221421
survern,N,651.2162162,0.029795917,0.973684211,207.800403,0.840852408,0.162221421
surverts,N,732.3939394,0.614966499,0.921052632,192.2002438,0.991263147,0.273276313
surweats,N,635.0769231,-0.02351123,1,232.2338187,0.889478129,0
surwice,N,572.15,-0.412539121,1,149.3441302,0.654393464,0
surwoot,N,592.7,-0.127901408,1,169.8972842,1.274587372,0
suscact,N,584.45,-0.250766311,1,146.3690366,0.80484926,0
suscand,N,692.2368421,0.118555332,1,273.5620325,1.009481318,0
sused,N,665.3513514,0.14813409,0.973684211,231.5439982,1.213606622,0.162221421
sushers,N,613.3783784,-0.009686005,0.95,159.0624181,0.877025975,0.220721428
sushes,N,708.3235294,0.577027621,0.9,142.0291734,0.992105964,0.30382181
sushie,N,666.1666667,0.068817787,0.875,235.0584789,1.075752413,0.334932064
sushing,N,711.8823529,0.507676234,0.947368421,211.6241329,1.089196226,0.226294286
suside,N,760.8857143,0.711578413,0.973684211,272.4617373,1.157163348,0.162221421
susk,N,589.325,-0.111643358,1,137.8578583,0.895996623,0
susked,N,620.3714286,-0.119962109,0.921052632,172.2931984,0.778455113,0.273276313
suslands,N,591.6857143,-0.338989117,1,168.8989903,0.70483139,0
suslicts,N,614.4736842,-0.218449071,1,127.853746,0.479361825,0
suslonse,N,579.95,-0.267974713,1,162.6383356,0.801020549,0
suspen,N,712.8108108,0.508096742,0.925,220.7312139,1.246611944,0.266746783
susses,N,583.5925926,-0.307214498,0.7,130.9580847,0.757673352,0.464095481
sussless,N,541.95,-0.481711443,1,96.59536274,0.429370127,0
susslessed,N,611.075,-0.020434146,1,160.0027864,0.898350982,0
sust,N,594.5526316,-0.298867148,1,120.7919134,0.581703978,0
susted,N,623.9864865,0.011158485,0.974358974,170.9595397,0.965883459,0.159084963
sustel,N,640.4324324,-0.1360445,1,201.6806525,0.963019094,0
sustered,N,619.1388889,-0.042756995,0.925,182.3483562,0.91567047,0.266746783
susters,N,625.6216216,-0.127751291,0.973684211,189.9604274,0.883138825,0.162221421
susting,N,589.7105263,-0.296053955,1,138.0792776,0.71876261,0
sustings,N,673.5135135,0.090633824,0.973684211,196.8648185,0.913125337,0.162221421
sustion,N,616.3055556,-0.014119763,0.947368421,165.6184633,0.853844301,0.226294286
sustoured,N,592.05,-0.051571801,1,137.5697399,0.853389269,0
sustoves,N,592.6923077,-0.276376668,1,186.5371635,0.777008253,0
sustrant,N,758.2222222,0.59422658,0.973684211,240.8570544,1.186089734,0.162221421
sustried,N,635.3846154,0.102143771,1,185.4059011,0.929249657,0
sutches,N,612.0666667,-0.16921401,0.961538462,165.8036394,0.812328052,0.193552415
sutchier,N,629.4054054,-0.090494885,1,174.6948863,0.804789534,0
sutching,N,624.3142857,-0.059333908,0.947368421,161.6176991,0.669550952,0.226294286
sutherel,N,587.2307692,-0.386490841,1,131.9121441,0.767621293,0
sutones,N,690.027027,0.168494431,1,219.942857,1.057674463,0
sutrime,N,625.7777778,0.042364464,1,186.3436321,0.858782285,0
suts,N,607.2133333,-0.150017926,0.961538462,174.0062358,0.793019321,0.193552415
sutt,N,573.1111111,-0.336850425,0.973684211,131.9977874,0.787028208,0.162221421
sutten,N,642.6857143,0.104861551,0.947368421,211.7688489,0.980774464,0.226294286
suttens,N,632.2432432,0.000589548,0.973684211,221.4815525,1.0188511,0.162221421
suttered,N,692.15625,0.420988669,0.875,143.0626097,0.801351,0.334932064
sutting,N,618.1842105,-0.124536442,1,128.4569242,0.558156451,0
suttoal,N,575.2702703,-0.439923784,1,185.0996201,0.742645138,0
sutty,N,629.2368421,-0.163016385,1,204.4679892,0.683325847,0
suvs,N,523.025641,-0.620551761,0.975,129.8870941,0.80265572,0.158113883
suxer,N,534.9736842,-0.66366157,1,144.3592528,0.553639085,0
suxers,N,570.0810811,-0.446132914,1,161.5744373,0.79441209,0
suxes,N,590.1538462,-0.321995154,1,222.6874773,1.027061971,0
suxi,N,537.075,-0.536877035,1,124.4228496,0.639296499,0
suxing,N,580.6,-0.241074398,1,189.5871087,1.20493084,0
suxis,N,539.8947368,-0.620482828,1,135.2448809,0.730877003,0
swabbish,N,691.875,0.424413734,0.684210526,180.6279656,1.109018072,0.471069121
swabmess,N,666.9459459,0.100033324,0.973684211,292.38492,1.251630007,0.162221421
swaced,N,595.2,-0.181022864,1,188.4099731,0.717350659,0
swached,N,603.3783784,-0.31128776,1,123.4551991,0.455998181,0
swack,N,633.8378378,0.069725117,0.925,158.1696546,1.035660092,0.266746783
swads,N,644.40625,0.190725026,0.868421053,213.5634467,1.136867374,0.342569987
swaffers,N,627.2432432,-0.006543579,0.95,182.2863141,0.949291591,0.220721428
swaffing,N,660.1176471,0.290725986,0.9,163.3619823,0.932132511,0.30382181
swaffs,N,666.5128205,0.30463176,0.975,246.5625651,1.292650767,0.158113883
swafts,N,731.0322581,0.675701419,0.842105263,234.3579149,1.037336241,0.369537021
swageen,N,592.3,-0.233613841,1,162.5912288,0.882163232,0
swaid,N,583.75,-0.202846543,0.95,156.312576,0.84130518,0.220721428
swailed,N,699.5909091,0.86741391,0.631578947,163.6816478,1.244938062,0.48885153
swained,N,752.65,0.791291654,0.605263158,236.7137456,1.219706198,0.495355383
swait,N,651.8108108,0.228927043,1,156.005669,1.020533174,0
swald,N,640.325,0.105351128,1,208.756807,1.108454792,0
swalf,N,595.7692308,-0.33164688,1,219.5535496,0.660096262,0
swallaged,N,710.96875,0.421020525,0.921052632,253.8322388,1.068905529,0.273276313
swallay,N,629.7105263,0.039886646,0.975,182.0391861,0.853734941,0.158113883
swallays,N,612.1388889,-0.116738557,0.973684211,113.2133644,0.615904966,0.162221421
swalled,N,729.7419355,0.555842745,0.868421053,182.3165686,1.045329652,0.342569987
swalming,N,612.9705882,-0.045614515,0.925,139.7724309,0.645337051,0.266746783
swaltzing,N,669.34375,0.155588732,0.842105263,217.0878534,1.239639221,0.369537021
swammed,N,770.6315789,1.081580747,0.769230769,202.4010897,1.108601452,0.424052096
swammers,N,737.5,0.617221692,0.921052632,216.5972925,1.140586434,0.273276313
swammy,N,676.1081081,0.204916144,0.973684211,179.5905503,0.929486024,0.162221421
swamper,N,744.2692308,0.817489159,0.675,174.1857762,0.996416324,0.474341649
swampness,N,760.1304348,0.989848853,0.625,239.9742987,1.215984591,0.490290338
swams,N,707.3333333,0.377101778,0.575,229.2080569,0.926532984,0.500640615
swamsoot,N,608.8421053,0.057300115,1,115.1254372,0.702915061,0
swamsoots,N,622.0263158,0.00378844,0.975,128.4318069,0.678026746,0.158113883
swands,N,617.9459459,-0.048349718,0.975,167.8292694,0.659494245,0.158113883
swanged,N,694.027027,0.33691848,0.975,235.1112605,0.968148236,0.158113883
swanging,N,741.03125,0.62240173,0.85,211.1929991,0.845706541,0.361620285
swansage,N,701.6052632,0.586297995,1,174.8485892,1.154226814,0
swansing,N,706.9189189,0.53718748,0.95,253.6856518,1.224770831,0.220721428
swappets,N,657.3055556,0.041505324,0.973684211,178.437315,0.831665589,0.162221421
swappings,N,775.2,0.483356843,0.184210526,209.099737,0.848862791,0.392859452
swarder,N,618.3589744,0.022724448,1,150.1440514,0.869056227,0
swardest,N,702.2432432,0.393007955,1,194.5970774,1.052130329,0
swardly,N,658.7948718,0.267366706,0.975,126.7002637,0.801001548,0.158113883
swarks,N,670.8378378,0.297436059,0.925,177.8898713,1.002524956,0.266746783
swarl,N,627.3714286,0.075515986,0.921052632,215.0318835,1.011957308,0.273276313
swarmherd,N,671.1081081,0.100099171,1,188.7489196,0.722655358,0
swaro,N,586.8684211,-0.457228992,1,214.9875133,0.738348387,0
swars,N,690.1052632,0.142723152,1,309.6572464,1.330255466,0
swarted,N,732.2903226,0.800790396,0.85,201.2552597,1.246063726,0.361620285
swarter,N,635.1842105,0.340529496,0.975,151.8809732,1.097663423,0.158113883
swarting,N,673.8529412,0.486214852,0.85,211.4899714,1.096688243,0.361620285
swarves,N,644.6129032,0.319294564,0.875,133.774855,0.96145077,0.334932064
swatcher,N,660.4333333,0.382150653,0.8,196.778658,1.11575983,0.405095747
swatching,N,664.6296296,0.548797073,0.75,138.547728,1.136582569,0.43852901
swate,N,593.5263158,-0.202812145,0.975,167.6308262,0.984083246,0.158113883
swates,N,629.4210526,-0.002345526,0.95,219.0093953,0.883363399,0.220721428
swavel,N,657.1830986,0.148089608,0.923076923,188.5555856,0.915794414,0.268194094
swavelled,N,758.9375,0.889461733,0.947368421,202.3658357,1.0473017,0.226294286
swaven,N,688.7142857,0.116804844,0.947368421,239.5885654,0.910457837,0.226294286
swaver,N,724.2777778,0.406125066,0.973684211,273.4145582,1.340212705,0.162221421
swaves,N,683.0571429,0.372027768,0.925,213.4696483,1.120619126,0.266746783
swaving,N,750.6285714,0.626080363,0.925,281.8033405,1.096482731,0.266746783
swaw,N,632.1470588,0.007705389,0.921052632,212.4740458,0.916162773,0.273276313
swawled,N,672.6944444,0.472880728,0.9,158.0525807,0.799289121,0.30382181
swazzle,N,684.8275862,0.286770381,0.775,181.1394626,0.933569969,0.422902062
sweach,N,590.9705882,-0.284189871,0.921052632,148.5890174,0.572576247,0.273276313
sweached,N,724.2162162,0.312514435,1,262.8924722,0.791422299,0
swead,N,643.9473684,0.073135826,1,204.1745342,0.892648647,0
sweadle,N,645.28125,0.156790036,0.894736842,202.106046,0.688474725,0.311011748
sweadled,N,642.6410256,0.138832775,0.975,161.9880579,0.909100073,0.158113883
sweadles,N,656.4615385,0.208146896,0.975,238.3199802,1.005418207,0.158113883
sweak,N,737.5454545,0.666179379,0.894736842,240.0446691,1.306619308,0.311011748
sweakered,N,692.4871795,0.459522996,0.975,195.0743275,0.91112792,0.158113883
sweakers,N,716.59375,0.699453339,0.85,216.1906058,0.993245296,0.361620285
sweaking,N,802.6774194,1.085044082,0.842105263,295.1637271,1.413559268,0.369537021
sweakings,N,708.6451613,0.508461343,0.894736842,186.1700922,1.057413085,0.311011748
sweap,N,712.037037,0.56933127,0.75,221.0239252,1.166007158,0.43852901
sweaping,N,772.3469388,0.858485098,0.666666667,265.6141901,1.326614985,0.474455715
sweaps,N,679.2592593,0.518614655,0.725,150.7651236,0.937081731,0.452202587
swearcirds,N,627.1944444,-0.039455313,1,146.8016776,0.762345937,0
sweashearts,N,806.3888889,1.141753728,0.95,258.4136526,1.368658109,0.220721428
sweasly,N,649.25,0.108038497,0.973684211,194.4203656,0.99169144,0.162221421
sweatcharts,N,769.4864865,0.829123255,0.925,236.912035,1.099798683,0.266746783
sweattrip,N,664.4571429,0.358377573,0.9,173.2452092,1.017796871,0.30382181
sweattrips,N,670.0882353,0.424907308,0.9,218.4438584,1.07482946,0.30382181
swedge,N,682.7096774,0.593910286,0.868421053,120.62979,1.059800008,0.342569987
sweecing,N,622.0512821,0.011208373,0.975,200.2901775,1.1061499,0.158113883
sweed,N,624.6363636,0.191113619,0.85,192.9160793,1.050726335,0.361620285
sweedneat,N,660.2051282,0.241456721,0.975,182.1676757,0.954116749,0.158113883
sweeped,N,919,1.770957562,0.052631579,162.6345597,0.363634176,0.226294286
sweepmess,N,698.2820513,0.383604229,0.975,258.1320499,1.155441755,0.158113883
sweetfoots,N,637.8,-0.064599519,0.947368421,165.1670812,0.880285666,0.226294286
sweezes,N,758.3030303,0.964941491,0.894736842,232.232169,1.453071111,0.311011748
sweezing,N,753,0.670869781,0.825,229.051762,1.066920137,0.384807644
swelly,N,716.6428571,0.54191647,0.8,201.2479978,1.025191849,0.405095747
swelved,N,705.0571429,0.490729559,0.921052632,311.834038,1.468259928,0.273276313
swelves,N,687.7837838,0.311808672,0.95,249.1820101,1.225005138,0.220721428
swemes,N,555.775,-0.390640281,1,113.5516346,0.578057756,0
sweming,N,645.175,0.00868035,1,138.6049334,0.834505589,0
swench,N,638,0.004294189,0.947368421,221.8561954,0.887889398,0.226294286
swend,N,603.4444444,-0.129450652,0.947368421,139.5585785,0.661587029,0.226294286
swender,N,689.4857143,0.329849514,0.921052632,267.0798924,1.100783506,0.273276313
swenders,N,657.8461538,0.064916864,1,196.9122886,0.8945235,0
swends,N,602.0540541,-0.278524606,1,165.0718608,0.703951313,0
swense,N,574.2162162,-0.400765498,1,144.1937614,0.69591208,0
swenter,N,621.7567568,-0.156740936,0.973684211,128.545151,0.725517798,0.162221421
swerseman,N,622.7027027,-0.148748265,1,188.3377381,0.756531199,0
swersemen,N,662.1052632,0.02336081,0.975,253.5682423,1.075242176,0.158113883
sweshfish,N,628.9473684,0.01336262,1,162.282028,0.820390858,0
sweshstick,N,617.425,-0.093746825,1,170.4977461,0.936985038,0
swess,N,562.9210526,-0.533799178,1,104.5237285,0.611611138,0
swetstocks,N,613.5263158,0.118854712,0.95,173.3189119,1.130772698,0.220721428
swew,N,612.5454545,-0.216474446,0.987179487,144.5163026,0.611994349,0.113227703
swib,N,666.1944444,0.294789503,0.925,225.111505,1.274831181,0.266746783
swibbed,N,619.8823529,-0.071275587,0.894736842,180.4534297,0.849873561,0.311011748
swic,N,589,-0.207801954,1,217.5774514,1.30681493,0
swiced,N,631.1351351,0.060154062,0.925,166.5159589,0.92874931,0.266746783
swick,N,628.4615385,-0.049909714,0.975,187.4402145,0.829953432,0.158113883
swicked,N,715.3055556,0.221875929,0.973684211,264.9932419,0.995752248,0.162221421
swickest,N,677.5789474,0.233965773,1,196.5666975,0.883514796,0
swicking,N,713.4864865,0.319540003,1,244.0643838,0.981203538,0
swide,N,710.78125,0.585429408,0.868421053,184.9665592,0.980792108,0.342569987
swifting,N,790,1.708629567,0.45,180.5775457,1.411004001,0.503831474
swiggled,N,751.2333333,0.979003379,0.8,170.8901005,0.978113723,0.405095747
swiggy,N,713.125,0.538239716,0.842105263,144.913044,0.996078987,0.369537021
swignet,N,609,-0.198243906,1,210.8923127,0.940519562,0
swigon,N,597.3846154,-0.0745163,0.975,139.7271053,1.00958363,0.158113883
swigons,N,680.1538462,0.275892646,1,220.6958539,1.216327047,0
swike,N,694.1666667,0.223745089,0.947368421,203.1841529,0.774846195,0.226294286
swilchy,N,554.3611111,-0.537488695,0.973684211,124.3325386,0.534875274,0.162221421
swildy,N,653.4,0.243503651,0.921052632,154.7706463,0.937443421,0.273276313
swiller,N,651.852459,0.169787849,0.820512821,182.6162494,0.925772014,0.38624364
swime,N,663.4324324,0.184369436,0.925,210.3707759,1.102463934,0.266746783
swimed,N,709.030303,0.704963525,0.875,193.9451412,1.136083905,0.334932064
swimmed,N,970.6,2.701030005,0.131578947,291.0228513,1.500271986,0.342569987
swimness,N,744.6774194,0.726828001,0.8,192.439668,0.874582383,0.405095747
swimp,N,682.1176471,0.327351136,0.925,175.0642765,0.893858519,0.266746783
swimped,N,761.5833333,0.766313506,0.947368421,230.5741127,1.185179433,0.226294286
swince,N,719.1388889,0.420789719,0.947368421,274.7457165,1.190631481,0.226294286
swinch,N,682.1428571,0.262833486,0.947368421,213.4834534,0.894566014,0.226294286
swincing,N,703.25,0.446246422,0.868421053,178.2987706,1.005045693,0.342569987
swingness,N,715.0322581,0.848754487,0.85,213.5029249,1.260228637,0.361620285
swinks,N,652.6,0.321834327,0.815789474,129.1175887,0.881014793,0.392859452
swins,N,752.0344828,0.653407436,0.782051282,189.3930254,0.871339943,0.415524575
swint,N,608.7222222,-0.045248505,0.95,154.0362872,0.914683671,0.220721428
swinting,N,747.4848485,0.574638283,0.894736842,277.879259,0.900491729,0.311011748
swipped,N,780.5833333,0.883140025,0.684210526,209.3391084,1.050069254,0.471069121
swips,N,775.9032258,0.999618833,0.842105263,241.0964337,1.348360811,0.369537021
swirds,N,613.2105263,-0.268693891,1,181.0756387,0.647026914,0
swirker,N,697.325,0.3173037,1,250.2579579,1.062691867,0
swirs,N,574.0769231,-0.299084518,1,154.4822226,0.790540674,0
swise,N,672.0540541,0.049055099,0.973684211,240.5912793,0.898941791,0.162221421
swisked,N,627.6060606,0.061733662,0.921052632,172.2561573,0.974152021,0.273276313
swisks,N,656.8,0.079899305,0.921052632,189.7873113,1.038537539,0.273276313
switchblone,N,729.425,0.81663941,1,180.233024,1.193137307,0
