spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
streeking,N,708.1071429,0.577897178,0.763157895,171.7598106,1.170903735,0.430851484
streemed,N,692.3103448,0.397293632,0.815789474,224.8629906,0.961597056,0.392859452
streeper,N,686.7777778,0.26625851,0.9,197.3775369,1.035341394,0.30382181
streeps,N,733.9333333,0.832322073,0.921052632,250.0304717,1.430496508,0.273276313
streepy,N,720.1142857,0.575312236,0.9,239.2369944,1.021888621,0.30382181
streetlet,N,727.9375,0.641441673,0.875,275.5152285,1.269492318,0.334932064
streetlets,N,785.1282051,1.052217306,0.975,241.3242173,1.348433625,0.158113883
streetline,N,701.25,0.917028308,0.35,187.2995292,1.400843457,0.483045892
streetlined,N,789.85,0.962193717,0.605263158,295.2187904,1.514942519,0.495355383
streetlines,N,824.7142857,1.242030348,0.575,267.4429178,1.382162238,0.500640615
strelders,N,641.5789474,-0.017623597,1,171.283175,0.954829387,0
strelding,N,633.0526316,-0.04359931,1,208.9510414,0.825142325,0
strelfth,N,612.575,-0.087061177,1,155.841288,0.795122223,0
strelled,N,614.2972973,-0.172543423,0.973684211,135.1416674,0.491053948,0.162221421
strellest,N,649.5675676,-0.087347046,1,231.2679471,0.95788869,0
stremed,N,741.5135135,0.453083249,0.973684211,212.2539911,0.993219844,0.162221421
strempers,N,646.3684211,-0.006561901,1,218.1890355,0.746793203,0
strempy,N,608.275,-0.129859904,1,205.9789618,0.92657587,0
strems,N,622.3714286,-0.018702073,0.921052632,143.5688164,0.814658291,0.273276313
strengther,N,830.25,1.456682846,0.605263158,176.7200805,1.234288682,0.495355383
strengthway,N,856.2916667,1.515538712,0.675,156.0789876,1.009539719,0.474341649
strepth,N,649.1621622,0.171726356,1,183.3888573,0.927348886,0
strer,N,554.7027027,-0.459915036,1,181.3882982,0.901860228,0
stresser,N,763.7272727,0.981264946,0.289473684,258.2557225,1.365350386,0.459605867
stressy,N,866.3636364,1.311236226,0.3,316.2120405,1.46089249,0.464095481
streten,N,599.95,-0.2692142,1,175.3833822,0.838482398,0
strethhold,N,713.7058824,0.536460612,0.921052632,149.6331938,0.844232008,0.273276313
strethholds,N,755.3333333,0.74104094,0.947368421,232.8338553,1.364637754,0.226294286
strethly,N,672.5625,0.149287473,0.973684211,162.5218472,0.611551134,0.162221421
streting,N,630.6578947,0.025165943,0.987179487,172.245991,0.881239242,0.113227703
strets,N,595.1578947,-0.348449264,0.95,151.3784458,0.622512283,0.220721428
streve,N,633.4736842,-0.093522032,1,190.126805,0.825723013,0
stricked,N,783.2592593,1.145860834,0.725,240.3304764,1.072715989,0.452202587
strideer,N,654.5405405,0.075199591,0.95,256.8021931,1.193498956,0.220721428
strideing,N,723.1481481,0.580801557,0.815789474,224.7468154,1.345870186,0.392859452
striggy,N,711.9166667,0.499808871,0.947368421,188.0053761,0.958195345,0.226294286
strile,N,685.4,0.271584368,1,189.8553836,0.917810905,0
strim,N,603.6451613,-0.059011051,0.8,128.8395768,0.787775135,0.405095747
strimble,N,670.0285714,0.315595074,0.875,152.4614678,0.748103144,0.334932064
strime,N,660.3333333,0.259992522,0.9,251.0916736,1.110790016,0.30382181
strimed,N,684.96875,0.444381072,0.825,191.2300564,1.084734674,0.384807644
strimes,N,679.7692308,0.271520202,0.975,190.9974458,0.817138944,0.158113883
strimps,N,728.0645161,0.650324647,0.85,206.5298906,1.017965536,0.361620285
strin,N,589.65,-0.305314234,1,180.799159,0.729998651,0
strines,N,671.0857143,0.203678892,0.9,164.7187213,0.766793901,0.30382181
strink,N,842.125,1.08285098,0.8,257.2763984,1.101290729,0.405095747
strinkes,N,710.3888889,0.519519687,0.973684211,203.7097764,1.039401974,0.162221421
strinking,N,787.3571429,1.031688566,0.815789474,166.7089311,1.095804272,0.392859452
strinvect,N,638.3611111,-0.247312805,0.973684211,226.5721144,0.624739309,0.162221421
strireers,N,626.825,-0.131337094,1,195.4872791,0.826024544,0
strit,N,615.7435897,-0.087696093,1,170.395626,1.025364873,0
stritches,N,786.3428571,1.014809947,0.973684211,238.3071353,1.091834822,0.162221421
stritching,N,720.7142857,0.720132927,0.925,162.6254396,0.831212482,0.266746783
stritchy,N,742.90625,0.763881128,0.868421053,222.0042661,1.137301811,0.342569987
strite,N,720.2105263,0.402719563,0.95,225.5660936,1.073451185,0.220721428
strites,N,657.9189189,0.161884851,1,148.6704742,1.028974615,0
strits,N,664.2222222,0.046030463,0.947368421,225.4520679,0.99053924,0.226294286
stritt,N,589.8157895,-0.354056085,1,122.6645294,0.833701456,0
striy,N,595.7,-0.218357144,1,147.8405586,0.7432214,0
strizz,N,597.7297297,-0.271379456,1,160.0952232,0.598709946,0
strock,N,678.5428571,0.24352356,0.947368421,242.3843985,1.065783383,0.226294286
strocked,N,758.9705882,0.549811459,0.947368421,271.5176746,1.218043229,0.226294286
strod,N,683.6774194,0.292664164,0.85,235.0203377,1.245504348,0.361620285
strole,N,742.7391304,0.523660587,0.6,232.9128236,0.982472082,0.496138938
stroltease,N,617.65,-0.095092128,1,191.2260778,1.002037734,0
stronching,N,684.9473684,0.255296435,1,218.0768458,0.986318076,0
strones,N,661,0.335221205,0.921052632,144.7474474,0.856671331,0.273276313
strongwax,N,718.8,0.645512887,0.921052632,244.1819235,1.282061909,0.273276313
strontring,N,622.3947368,-0.090373637,0.975,145.9425173,0.710731759,0.158113883
stroper,N,645.3823529,0.193983994,0.875,184.7114071,1.059783797,0.334932064
strore,N,606.5384615,0.045435054,0.975,130.2034534,0.888809119,0.158113883
strored,N,709.2857143,0.402995189,0.921052632,201.0660663,0.987851579,0.273276313
strose,N,599.6857143,-0.249661004,0.947368421,129.3014652,0.562080016,0.226294286
strospier,N,631.25,-0.039048673,1,223.2850024,1.024679849,0
strossing,N,635.3513514,0.025246489,0.975,195.0953067,0.877542177,0.158113883
strost,N,596.4444444,-0.45286282,1,155.4803514,0.53543766,0
strotch,N,669.7837838,0.337151977,1,191.8733864,0.894753265,0
stroth,N,641.9032258,0.133301043,0.894736842,159.2834695,0.774576144,0.311011748
strothful,N,589.1621622,-0.227955054,0.973684211,115.1688407,0.567230918,0.162221421
strots,N,630.9459459,0.078243096,0.95,175.67409,0.967923296,0.220721428
strouachens,N,623.2307692,-0.140608292,1,188.2268315,0.834223447,0
stroves,N,862.8571429,1.232805318,0.578947368,318.047054,1.515465054,0.500355492
strubble,N,709,0.749971595,0.85,167.9955357,1.070025263,0.361620285
structones,N,660.8333333,0.306761459,1,215.5096948,1.034808717,0
structuced,N,988.4210526,2.073445752,0.684210526,329.7272131,1.638814644,0.471069121
strueboard,N,628.5263158,0.010237038,1,177.1505295,0.910700566,0
struelchen,N,557.525,-0.480192545,1,134.3166919,0.626113204,0
struelchened,N,582.8974359,-0.330894432,0.975,148.853477,0.452213285,0.158113883
struelchens,N,592.525,-0.37722555,1,158.2563625,0.720922558,0
struelchest,N,588.5,-0.250124686,1,151.2505975,0.79356318,0
struesly,N,600.125,-0.072769127,1,138.1530529,0.730911868,0
struffling,N,730.1388889,0.63473043,0.925,211.3692981,0.83342468,0.266746783
strufle,N,654.1315789,0.16916075,0.95,201.1902651,0.895766182,0.220721428
strufles,N,711.2702703,0.440132903,1,245.6855091,0.868640873,0
struging,N,791.4347826,0.842944581,0.961538462,257.6417644,0.975289932,0.193552415
struling,N,641.1666667,0.060371228,0.973684211,161.7702957,0.802554231,0.162221421
strull,N,668.4594595,0.218077108,0.975,242.856793,1.158557804,0.158113883
strullers,N,681.7567568,0.135519934,0.973684211,234.2535907,0.789869897,0.162221421
strulls,N,672.4210526,0.254516614,0.95,175.8862703,0.918983581,0.220721428
strumbled,N,828.4166667,1.014607953,0.684210526,203.7306228,0.96422951,0.471069121
strumbler,N,691.84375,0.587908387,0.85,178.1520028,0.786483825,0.361620285
strumblers,N,790.4666667,0.98230812,0.825,209.006473,1.030780148,0.384807644
strumbles,N,818.516129,1.225139441,0.825,198.0378534,1.047410785,0.384807644
strumbling,N,812.5925926,1.112232384,0.763157895,283.8819174,1.07346256,0.430851484
strumper,N,743.03125,0.781680444,0.855263158,192.6875066,1.162471996,0.354173117
strumpest,N,758.8666667,0.833981521,0.775,300.3916677,1.444180373,0.422902062
strumping,N,857.8636364,1.048647864,0.631578947,367.6953055,0.939012179,0.48885153
strumy,N,648.6216216,0.059195615,0.975,156.3383708,0.705643733,0.158113883
struncher,N,698.8461538,0.454898348,0.975,186.498418,1.008814199,0.158113883
strunches,N,719.1621622,0.62157052,0.95,186.516385,0.751891213,0.220721428
strungness,N,762.8857143,0.900174017,0.947368421,235.2205187,1.332574634,0.226294286
strunked,N,632.8484848,0.181972084,0.894736842,149.9079137,1.088115359,0.311011748
strups,N,670.9090909,0.363735068,0.921052632,183.5802555,1.077229333,0.273276313
strureened,N,620.1142857,-0.121288955,0.973684211,166.709464,0.752426439,0.162221421
strurler,N,615,-0.175012356,1,192.6281953,0.875480187,0
strurlest,N,604.5128205,-0.142869228,0.975,141.1484608,0.942859162,0.158113883
strurs,N,644.8684211,-0.037970637,0.95,218.9509597,1.058260424,0.220721428
strush,N,635.0526316,-0.058302229,0.975,192.742504,0.722762144,0.158113883
strusqueness,N,671.1388889,0.340976505,1,198.2160658,0.985399681,0
struss,N,664.8571429,0.291120924,0.973684211,244.8488301,1.216192281,0.162221421
strussed,N,686.4545455,0.238542095,0.9,171.983664,0.785193804,0.30382181
strutchly,N,667.7428571,0.345289651,0.973684211,133.9671476,0.851101009,0.162221421
strutless,N,746.53125,1.032015662,0.921052632,231.4529123,1.58461058,0.273276313
strutling,N,708.4545455,0.450788924,0.921052632,250.8176742,1.085761811,0.273276313
strutlings,N,726.6666667,0.671486336,0.894736842,213.65885,1.17049019,0.311011748
struxer,N,520.1794872,-0.613454857,1,94.43178317,0.524362369,0
struxers,N,536.7837838,-0.705675063,1,142.3606795,0.5130884,0
stryielden,N,572.8947368,-0.361681976,1,151.0354871,0.844839494,0
strylture,N,593.35,-0.165972694,1,147.9734124,0.736987567,0
strynchers,N,616,-0.058602949,0.95,137.2480493,0.807483047,0.220721428
strynchy,N,625.4444444,-0.088928503,0.973684211,167.0376253,0.863779446,0.162221421
stryoungened,N,608.6578947,-0.109520335,1,156.0918434,0.727046768,0
strypel,N,570.2307692,-0.325445958,0.975,128.2662653,0.741761225,0.158113883
stryping,N,617.2631579,0.00281671,0.95,159.5254253,0.740913615,0.220721428
stryremine,N,597.075,-0.145243863,1,157.5324773,0.713530156,0
stryrture,N,585.2162162,-0.204955048,1,186.2671521,0.811057601,0
stryrtured,N,603.275,-0.143627506,1,150.2261522,0.827756788,0
stuacks,N,537.974359,-0.55270246,0.975,110.4558705,0.459988599,0.158113883
stuact,N,561.6153846,-0.439480855,1,122.5184445,0.687260357,0
stubar,N,641.6857143,-0.164704279,0.947368421,236.1356504,0.805014426,0.226294286
stuciest,N,676.2631579,0.293677359,1,260.973612,1.032195341,0
stucked,N,766.5652174,1.075674918,0.675,215.2568922,1.074242383,0.474341649
stucker,N,810.2068966,1.105073417,0.775,239.7968455,1.422169793,0.422902062
stucking,N,823.3157895,1.378853519,0.657894737,232.9363415,1.050753758,0.480782908
stuckpen,N,768.8888889,0.693904828,0.973684211,312.8120182,1.337245002,0.162221421
stuckroom,N,829.1212121,1.02352978,0.868421053,287.4308349,1.318945522,0.342569987
stuckrooms,N,723.1764706,0.43918988,0.921052632,269.1227579,0.956088866,0.273276313
stucks,N,919.5384615,1.469939,0.384615385,264.4133477,1.268559292,0.489653183
stucktan,N,635.7,0.010972846,1,186.6947598,1.043258692,0
studcock,N,651.3783784,0.161316415,0.973684211,227.2166552,1.231626448,0.162221421
studden,N,760.1,0.75476431,0.815789474,183.5416612,0.903751968,0.392859452
studger,N,671.8571429,0.139292898,0.947368421,250.6356792,1.112123187,0.226294286
studgest,N,645.1351351,0.075296815,0.973684211,192.2689323,0.749602651,0.162221421
studging,N,708.7352941,0.466104317,0.894736842,198.6343235,0.850895561,0.311011748
stug,N,797.875,0.840322588,0.868421053,223.3642692,1.016086543,0.342569987
stuggers,N,761.5142857,0.871212182,0.921052632,185.7910546,1.181160495,0.273276313
stuing,N,604.8571429,-0.275061767,0.987179487,158.2590909,0.690586128,0.113227703
stuked,N,601.0571429,-0.283939711,0.947368421,133.4014161,0.456838714,0.226294286
stul,N,539.6,-0.513279933,1,113.8090619,0.569340742,0
stuling,N,661.6216216,-0.040123178,1,314.5626021,1.008674937,0
stulled,N,678.7027027,0.282417345,0.973684211,160.3061073,0.816876876,0.162221421
stuller,N,646.4736842,-0.023156123,0.975,171.5589469,0.852613826,0.158113883
stullers,N,587.8,-0.200554792,1,92.26936271,0.537374181,0
stulls,N,603.4285714,-0.052178116,0.925,131.5813964,0.880983905,0.266746783
stumage,N,652.9473684,0.085360309,0.975,244.0201528,1.167169487,0.158113883
stuming,N,639.9714286,0.123064702,0.95,127.2569161,0.616049438,0.220721428
stumly,N,612.1891892,-0.02467131,0.973684211,157.8736903,0.803298232,0.162221421
stumming,N,835.7333333,1.262508938,0.842105263,229.0276197,1.23268934,0.369537021
stummings,N,778,0.757543001,0.842105263,305.787944,1.276058004,0.369537021
stunch,N,703.2894737,0.485794497,0.975,174.3793485,0.928591345,0.158113883
stunchant,N,670.45,0.250293068,1,211.9779802,1.057351566,0
stunchers,N,637,0.170533158,0.975,190.2105519,1.041518936,0.158113883
stunches,N,721.6571429,0.569852974,0.947368421,192.9077718,0.947501542,0.226294286
stunching,N,734.1111111,0.672747229,0.973684211,188.7743593,1.124273031,0.162221421
stunged,N,716.027027,0.518629403,0.95,218.127191,0.916013685,0.220721428
stungier,N,706.7837838,0.590275354,0.975,240.488061,1.154394919,0.158113883
stuniot,N,585.8461538,-0.212041282,1,127.0684727,0.942565688,0
stunked,N,727.6507937,0.722670768,0.846153846,216.1907132,1.212242357,0.36313652
stunks,N,787.96875,0.822824033,0.85,271.1289997,1.257414251,0.361620285
stupic,N,607.3421053,-0.070689377,0.975,107.3303253,0.988217058,0.158113883
stupper,N,743,0.764718304,0.925,227.3588806,1.296813812,0.266746783
stups,N,681.8611111,0.276678333,0.947368421,259.0791553,1.001118808,0.226294286
stupton,N,602.4736842,-0.267158059,1,167.8718522,0.594712669,0
stur,N,749,0.511145521,0.736842105,290.0527411,1.461317112,0.44625835
stured,N,647.1351351,0.141128602,0.95,158.7951444,0.98754933,0.220721428
sturken,N,645.1538462,0.1528296,1,191.2907044,0.971409629,0
sturkened,N,641.0833333,0.02605172,1,181.0009274,0.975035497,0
sturkens,N,647.775,0.108336958,1,207.6657185,1.014729335,0
sturker,N,641.1142857,0.068947577,0.973684211,201.4691294,1.065671894,0.162221421
sturkest,N,624.25,-0.029233322,0.973684211,133.3661716,0.707483746,0.162221421
sturs,N,662.8928571,0.386857821,0.7,169.5602896,1.002723127,0.464095481
sturtly,N,606.2424242,-0.151404592,0.868421053,154.8715254,0.647472151,0.342569987
stush,N,639.2222222,0.028183294,0.948717949,179.7977128,0.851712518,0.222000111
stusia,N,601.2368421,-0.328241553,1,184.5894545,0.610605703,0
stusial,N,583.35,-0.343373652,1,187.5337303,0.918407114,0
stusma,N,608.5,-0.044648673,1,142.4798681,0.85990179,0
stusmas,N,603.6923077,-0.163469585,1,174.6902754,1.019197291,0
stust,N,585.3947368,-0.246307587,1,101.3715509,0.647079983,0
stusts,N,633.9166667,-0.087138402,1,216.4988123,0.701761493,0
stut,N,668.2,0.25014546,0.775,203.6977815,1.120312463,0.422902062
stutes,N,626.8421053,0.019472296,1,149.4737664,0.782756516,0
stutling,N,623.3,0.079854983,1,165.3861371,0.848974243,0
stuts,N,742.2258065,0.610951845,0.85,271.4378639,1.231856376,0.361620285
styly,N,700.04,0.680281027,0.7,166.6627033,1.110546256,0.464095481
styme,N,564.2162162,-0.306872436,0.925,130.2489358,0.882570868,0.266746783
stymed,N,606.40625,-0.076005498,0.8,181.627918,1.101673257,0.405095747
stymes,N,639.972973,0.184650441,0.95,196.8099036,1.254801577,0.220721428
stymping,N,579.1794872,-0.223596519,1,116.1414455,0.660409751,0
styp,N,538.3684211,-0.633675829,1,245.7512939,0.870421606,0
styreer,N,623.1842105,-0.194831005,1,223.8227889,0.97741408,0
stysiard,N,565,-0.480680046,1,160.0927096,0.676789276,0
stysides,N,641.05,-0.11344149,1,236.2367294,0.994889137,0
su,N,643.2,0.021981512,0.947368421,224.16929,1.141148813,0.226294286
suagmic,N,557.85,-0.428125741,1,136.4135022,0.940219984,0
suare,N,608.5945946,-0.309820722,0.973684211,174.4952179,0.605582008,0.162221421
suaskeur,N,586.25,-0.408252336,1,158.6897877,0.758845177,0
suats,N,566.5641026,-0.408846016,1,127.5518047,0.684418935,0
subcorts,N,647.7647059,0.002473547,0.921052632,236.8172878,0.810447123,0.273276313
subdag,N,633.2368421,-0.144167385,1,193.3420767,0.88674876,0
subdall,N,632.2631579,-0.112004288,1,208.805701,0.982651979,0
subdism,N,685.5428571,0.391268735,0.975,226.4549485,1.277756888,0.158113883
subfett,N,609.6052632,-0.238066862,1,170.7176489,0.896039447,0
subfots,N,537.2631579,-0.58334743,0.975,110.12614,0.522456371,0.158113883
subjalls,N,619.027027,-0.299081739,0.973684211,189.7094982,0.691858672,0.162221421
sublools,N,593.0263158,-0.206325136,1,148.2185178,0.913036319,0
subnenge,N,634.4615385,0.117091245,0.975,196.3601479,1.031586634,0.158113883
subnerged,N,730.6052632,0.565665026,0.975,232.2813461,1.144095025,0.158113883
subnerve,N,716.3636364,0.520872869,0.894736842,247.8200983,1.295674003,0.311011748
subnerved,N,654.3,0.270602033,0.85,169.2826956,1.037694297,0.361620285
subplayed,N,717.9666667,0.396502917,0.868421053,238.1563502,1.171414882,0.342569987
subplects,N,686.0789474,0.176683566,1,224.0893139,0.970947966,0
subro,N,597.1944444,-0.166075314,0.975,168.9469603,0.834387027,0.158113883
subrone,N,629.9210526,-0.015283693,0.975,234.2615057,1.318958758,0.158113883
subrort,N,607.1538462,-0.165607601,1,163.336356,0.859891362,0
subsild,N,706.0833333,0.392292866,0.95,238.9606513,1.019289573,0.220721428
subsone,N,622.5555556,-0.039413688,0.95,166.8032964,0.749792916,0.220721428
subsones,N,654.7714286,0.294908448,0.925,133.3105807,0.911754406,0.266746783
subsorts,N,720.8214286,0.676550722,0.75,265.2333778,1.431218732,0.43852901
substits,N,737.4736842,0.665761334,0.975,258.5128714,1.174757497,0.158113883
substriors,N,644.8421053,0.043628141,1,184.9305971,0.965071802,0
substripe,N,798.6,0.623731999,0.868421053,277.5454731,0.961383006,0.342569987
substrives,N,742.75,0.719648154,0.875,209.567604,1.194617462,0.334932064
substrures,N,774.40625,0.794145475,0.868421053,213.7793344,1.124822692,0.342569987
subua,N,643.5789474,-0.082032399,1,256.9334367,1.339127195,0
subuan,N,648.7894737,0.25634921,1,185.7053985,1.202504251,0
subuse,N,621.8064516,-0.072965056,0.9,169.5652125,0.865102402,0.30382181
succeams,N,729.4117647,0.636073786,0.921052632,190.0923408,1.127534097,0.273276313
succemns,N,653.6,0.13512656,0.973684211,201.8903605,0.987922109,0.162221421
succerb,N,655.3947368,0.240384098,1,163.4224404,0.941080881,0
succerced,N,681.3428571,0.460014764,0.95,215.6074787,1.259827095,0.220721428
sucklowed,N,671.4473684,0.123039838,1,272.7452724,1.074129225,0
sudair,N,600.2051282,-0.135164188,1,153.3776178,0.989488412,0
suddles,N,632.4102564,-0.054583409,0.975,165.0608688,0.688838677,0.158113883
suddy,N,630.7222222,-0.071682807,1,154.6089281,1.026834214,0
sude,N,627.3235294,-0.123916511,0.947368421,178.5871692,0.815471815,0.226294286
sudge,N,581.9230769,-0.199906427,1,98.01782454,0.532779071,0
suffed,N,730.1176471,0.360145025,0.875,255.9024157,0.878360047,0.334932064
suffest,N,723.9411765,0.470376261,0.894736842,189.4507118,1.071600798,0.311011748
suffests,N,656.8918919,0.271157517,0.925,173.736036,1.187192065,0.266746783
suffone,N,586.7777778,-0.307692516,0.947368421,129.1391522,0.65859092,0.226294286
suffrate,N,743.7,0.430426155,0.815789474,372.514582,1.265701763,0.392859452
suffry,N,632.6756757,0.047660461,0.975,196.651137,1.17661517,0.158113883
sufghur,N,544.7105263,-0.653609707,1,165.850129,0.650859098,0
suforal,N,573.775,-0.308538279,1,173.3034226,0.745919077,0
suftats,N,568.6842105,-0.340436232,1,117.7932466,0.72872507,0
sug,N,672.3116883,0.217517111,0.987179487,191.2946377,0.933067221,0.113227703
sugman,N,603.3333333,-0.214955194,1,137.3375404,0.566576644,0
suian,N,555.5789474,-0.504664569,0.975,105.8074824,0.494385433,0.158113883
suiges,N,603.3243243,-0.146353925,0.973684211,189.9628698,1.263914212,0.162221421
suiners,N,608.0263158,-0.137893066,0.975,169.0778626,0.905302441,0.158113883
suining,N,625,0.000652417,1,174.5333706,0.804225157,0
suinting,N,614.4736842,-0.010043519,0.975,171.9716722,0.912159106,0.158113883
suiping,N,641.5384615,-0.024240066,1,196.1147417,0.84324636,0
suiring,N,601.1,-0.141684121,1,142.6835839,0.706381619,0
suirts,N,636.3157895,0.035073671,0.95,208.5486663,0.982563872,0.220721428
suise,N,601.7948718,-0.177608659,0.975,158.6315127,0.77839101,0.158113883
suitbash,N,726.8333333,0.615542971,0.947368421,199.3114576,1.096953718,0.226294286
suiwure,N,588.0263158,-0.247234976,1,183.3552875,0.840037238,0
suizes,N,639.3157895,0.067038073,0.974358974,161.8501538,0.882088294,0.159084963
suizing,N,572.1025641,-0.261400578,1,128.7847643,0.704011082,0
sukers,N,619.5789474,-0.000137564,0.95,161.3127953,0.861182032,0.220721428
suking,N,649.4375,0.013851498,0.868421053,176.8720948,0.925610731,0.342569987
sukings,N,711.1944444,0.473893163,0.973684211,220.9004714,1.07963653,0.162221421
sulcrage,N,615.7777778,-0.142739041,0.95,197.6716052,0.843079326,0.220721428
suldrades,N,600.5128205,-0.089736003,1,153.1820162,0.844332293,0
sulely,N,670.2777778,0.260857689,0.9,200.6382119,0.88688379,0.30382181
suler,N,581.8947368,-0.455083641,0.975,235.2353381,1.011811534,0.158113883
sulers,N,582.0526316,-0.414415692,1,197.0542452,0.911892063,0
sulgrise,N,603,-0.217290053,0.975,155.0997981,0.762581005,0.158113883
sulklime,N,660.3421053,0.098414831,1,225.49013,0.908524236,0
sulkmess,N,617.6153846,-0.175926107,0.975,221.3951713,0.97853792,0.158113883
sulle,N,551.475,-0.441464948,1,131.2849685,0.832106959,0
sulled,N,689.6071429,0.26379362,0.842105263,276.8075062,1.298759606,0.369537021
sullet,N,580.4444444,-0.242647241,0.973684211,116.814736,0.550160028,0.162221421
sulling,N,647.2647059,-0.008397722,0.85,180.776324,0.908060482,0.361620285
sulls,N,631.0606061,-0.011778993,0.894736842,186.5529314,1.103404488,0.311011748
sulphures,N,796.2380952,1.271626436,0.65,252.6956479,1.669316679,0.483045892
sulstiance,N,667.5833333,0.210978159,1,220.9980446,0.718200485,0
sults,N,758.3939394,0.793837402,0.868421053,237.0899011,1.182779781,0.342569987
sumarb,N,614.9459459,-0.167853675,1,193.8451481,0.804182107,0
sumba,N,691.1081081,0.170206369,0.973684211,238.8226659,1.138976874,0.162221421
sumbas,N,672.8684211,0.182694512,1,251.3040767,1.001449642,0
sumbo,N,551.425,-0.392709941,1,147.8018229,0.972467406,0
suming,N,610.9310345,-0.029870685,0.75,168.5621825,0.771623481,0.43852901
summal,N,602.7435897,-0.132586708,1,202.3693494,0.690506726,0
summals,N,620.9166667,-0.115498951,0.947368421,198.5882136,0.820383222,0.226294286
summipsed,N,686.1891892,0.224920031,1,264.5873976,1.310195232,0
summy,N,729.1621622,0.561618837,0.973684211,182.8512622,0.966459522,0.162221421
sumpas,N,594.6666667,-0.319222005,1,216.1234215,0.686217723,0
sumper,N,626.5833333,-0.19455487,0.973684211,215.7795668,0.686690861,0.162221421
sumpered,N,643.3421053,0.251716484,1,162.2812501,1.044148859,0
sumpers,N,597.8787879,-0.275102099,0.921052632,124.8786305,0.459304042,0.273276313
sunbooks,N,759.5625,0.656874963,0.921052632,213.3778925,1.02542909,0.273276313
sunbracts,N,658.027027,0.101289469,0.975,150.6449996,0.690386043,0.158113883
sunbride,N,756.76,0.818596765,0.75,170.7845329,1.020409467,0.43852901
suncheon,N,626.6111111,-0.190488733,1,169.6898478,0.78138607,0
sundaft,N,715.1891892,0.488051195,0.973684211,221.1256352,1.009169966,0.162221421
sundive,N,740.5769231,0.795810116,0.736842105,245.8128024,1.298676515,0.44625835
sundow,N,687.475,0.422323356,1,209.5958244,1.01801231,0
sunge,N,589.1315789,-0.113058801,0.975,139.283916,1.067692431,0.158113883
sunged,N,617.7894737,-0.044109016,0.975,175.3777634,0.909637565,0.158113883
sungel,N,570.4736842,-0.422447187,0.95,185.6417266,0.952651299,0.220721428
sungrits,N,623.0263158,-0.117915581,1,180.5645032,0.653428952,0
sunjumped,N,646.4054054,0.067683953,0.975,186.3459238,0.77221991,0.158113883
sunjunct,N,630.7941176,0.014213372,0.921052632,142.4641963,0.750589614,0.273276313
sunked,N,849.2105263,1.706773183,0.552631579,309.2842236,1.998500885,0.503896623
sunks,N,737.0833333,0.652359304,0.447368421,249.3236153,1.049505429,0.503896623
sunlief,N,674.5641026,0.379295887,0.975,185.3561004,1.151399142,0.158113883
sunlocks,N,772.6296296,0.91402497,0.789473684,227.8056101,1.392628006,0.41315495
sunlope,N,722.7428571,0.29777356,0.973684211,280.3671273,1.10567725,0.162221421
sunon,N,568.625,-0.299956302,1,159.6214573,0.951129317,0
sunpoked,N,684.0294118,0.250338304,0.921052632,192.2357273,0.927038539,0.273276313
sunraked,N,742.1515152,0.633411626,0.921052632,268.2351022,1.146590343,0.273276313
sunrammed,N,718.5,0.624148235,1,178.6985716,0.943372436,0
sunreap,N,636.972973,0.108620305,0.975,242.4030719,0.913138809,0.158113883
sunreaps,N,647.972973,0.383116429,0.95,176.88312,1.115504951,0.220721428
sunrerned,N,638.85,0.025200942,1,211.970916,0.968883108,0
sunrirst,N,700.5675676,0.324648551,0.973684211,198.8195078,0.960699237,0.162221421
sunrow,N,727.6944444,0.625682473,0.925,182.9185329,1.055340969,0.266746783
sunscat,N,787.8108108,0.916959842,1,301.4093597,1.433391783,0
sunshone,N,799.6315789,1.182050464,0.65,210.7326401,1.285213326,0.483045892
sunsine,N,882.52,1.763390735,0.65,190.5159923,1.12758917,0.483045892
sunslides,N,849,1.104030002,0.578947368,307.2730056,1.266357957,0.500355492
sunson,N,614.8857143,-0.038985816,0.875,149.1577869,0.901409134,0.334932064
sunsons,N,635.6578947,-0.070659067,1,174.4578128,0.765556609,0
sunstacs,N,608.6285714,-0.193046453,0.975,176.5214677,0.979202606,0.158113883
sunstop,N,750.0740741,1.047905316,0.775,171.9109622,1.398989299,0.422902062
sunstrums,N,700.027027,0.384828424,0.925,268.5742693,1.032449839,0.266746783
suntau,N,629.325,-0.045666534,1,211.975251,0.981472535,0
suntaus,N,639.8378378,0.170955732,0.95,184.0646797,0.993314143,0.220721428
sunted,N,661.6285714,0.003814743,0.947368421,197.4691466,0.901643031,0.226294286
sunthia,N,596.3333333,-0.15105193,1,166.7979132,0.887924909,0
sunthian,N,612.8648649,-0.074536822,0.973684211,153.961785,0.938428954,0.162221421
suntick,N,664.9189189,0.19758889,0.975,197.6321468,1.10057439,0.158113883
sunties,N,700.5789474,0.441537819,1,225.3783164,1.210062342,0
sunting,N,594,-0.241084626,1,179.5309203,0.594236453,0
suntinged,N,661.7428571,0.416092337,0.925,210.9286669,1.310041698,0.266746783
suntits,N,644.4722222,0.151353656,0.947368421,173.5153326,0.95615583,0.226294286
sunuacs,N,555.6153846,-0.341059385,1,142.5140095,0.700855578,0
sunwide,N,714.4117647,0.413422586,0.894736842,281.0430914,1.208917356,0.311011748
