,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
505,4479,target,canvas.Screen,12_1_0_7_4,response,743.6999999523105,144352.59999990463,144351.8,144368.6,145112.29999995232,145113.59999990463,2024-09-12T08:25:40.877Z,145119.5,response_manmade,m,peach,SHED,Inc_Nat_Synth,short,incongruent,m,m,True
511,4479,target,canvas.Screen,12_1_0_8_4,response,841.8999999999942,145786.5,145785.3,145802.1,146644.0,146645.39999985695,2024-09-12T08:25:42.409Z,146651.8,response_manmade,m,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,False
517,4479,target,canvas.Screen,12_1_0_9_4,response,697.3999998569489,147319.5,147318.5,147335.0,148032.39999985695,148033.59999990463,2024-09-12T08:25:43.797Z,148058.5,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
523,4479,target,canvas.Screen,12_1_0_10_4,response,804.3000000476895,148736.20000004768,148735.3,148751.9,149556.20000004768,149557.5,2024-09-12T08:25:45.321Z,149568.2,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
529,4479,target,canvas.Screen,12_1_0_11_4,response,493.5,150236.20000004768,150235.2,150251.5,150745.0,150746.39999985695,2024-09-12T08:25:46.509Z,150752.0,response_natural,n,hawk,HAWK,Con_Nat,short,congruent,n,n,True
535,4479,target,canvas.Screen,12_1_0_12_4,response,586.8999999046209,151419.59999990463,151418.6,151435.2,152022.09999990463,152023.20000004768,2024-09-12T08:25:47.786Z,152035.1,response_manmade,m,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,False
541,4479,target,canvas.Screen,12_1_0_13_4,response,514.5999999523046,152702.59999990463,152701.8,152718.2,153232.79999995232,153233.70000004768,2024-09-12T08:25:48.997Z,153258.6,response_manmade,m,toast,TOAST,Con_Synth,short,congruent,m,m,True
547,4479,target,canvas.Screen,12_1_0_14_4,response,680.1000000476779,153935.89999985695,153935.0,153951.6,154631.70000004768,154632.89999985695,2024-09-12T08:25:50.396Z,154634.8,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
553,4479,target,canvas.Screen,12_1_0_15_4,response,755.8999998569489,155302.79999995232,155301.8,155318.5,156074.39999985695,156075.59999990463,2024-09-12T08:25:51.839Z,156084.9,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
559,4479,target,canvas.Screen,12_1_0_16_4,response,498.5999998569605,156752.39999985695,156751.8,156768.3,157266.89999985695,157268.09999990463,2024-09-12T08:25:53.031Z,157284.9,response_natural,n,bread,BREAD,Con_Synth,short,congruent,m,m,False
565,4479,target,canvas.Screen,12_1_0_17_4,response,720.7000000476837,157952.59999990463,157951.8,157968.5,158689.20000004768,158689.79999995232,2024-09-12T08:25:54.453Z,158701.4,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
571,4479,target,canvas.Screen,12_1_0_18_4,response,867.0999998569605,159368.70000004768,159368.2,159384.8,160251.89999985695,160252.29999995232,2024-09-12T08:25:56.015Z,160268.0,response_manmade,m,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
577,4479,target,canvas.Screen,12_1_0_19_4,response,590.2000000476837,160935.89999985695,160934.8,160951.5,161541.70000004768,161542.20000004768,2024-09-12T08:25:57.305Z,161551.4,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
583,4479,target,canvas.Screen,12_1_0_20_4,response,488.0000000476721,162218.79999995232,162218.1,162234.7,162722.70000004768,162724.09999990463,2024-09-12T08:25:58.487Z,162734.7,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
589,4479,target,canvas.Screen,12_1_0_21_4,response,536.8999999523221,163402.79999995232,163401.9,163418.4,163955.29999995232,163955.89999985695,2024-09-12T08:25:59.719Z,163967.9,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
595,4479,target,canvas.Screen,12_1_0_22_4,response,592.6999999046384,164635.29999995232,164634.8,164651.4,165244.09999990463,165245.0,2024-09-12T08:26:01.008Z,165251.4,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
601,4479,target,canvas.Screen,12_1_0_23_4,response,615.7999999999884,165919.20000004768,165918.2,165934.7,166550.5,166551.70000004768,2024-09-12T08:26:02.315Z,166568.0,response_natural,n,soil,SOIL,Con_Nat,short,congruent,n,n,True
607,4479,target,canvas.Screen,12_1_0_24_4,response,495.2999999046442,167235.29999995232,167234.5,167251.3,167746.59999990463,167747.79999995232,2024-09-12T08:26:03.511Z,167751.2,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
613,4479,target,canvas.Screen,12_1_0_25_4,response,546.1999999046384,168418.79999995232,168418.0,168434.9,168981.09999990463,168982.20000004768,2024-09-12T08:26:04.745Z,168984.5,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
619,4479,target,canvas.Screen,12_1_0_26_4,response,680.3999999523221,169652.29999995232,169651.3,169667.9,170348.29999995232,170349.39999985695,2024-09-12T08:26:06.113Z,170351.1,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
625,4479,target,canvas.Screen,12_1_0_27_4,response,742.4999998569547,171019.09999990463,171018.1,171034.9,171777.39999985695,171778.59999990463,2024-09-12T08:26:07.542Z,171784.6,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
631,4479,target,canvas.Screen,12_1_0_28_4,response,710.5000000476721,172452.39999985695,172451.5,172468.2,173178.70000004768,173179.89999985695,2024-09-12T08:26:08.943Z,173185.3,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
637,4479,target,canvas.Screen,12_1_0_29_4,response,723.799999856943,173852.29999995232,173851.5,173868.1,174591.89999985695,174593.09999990463,2024-09-12T08:26:10.356Z,174601.1,response_manmade,m,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,False
643,4479,target,canvas.Screen,12_1_0_30_4,response,601.2999999523163,175269.0,175268.2,175284.5,175885.79999995232,175887.09999990463,2024-09-12T08:26:11.650Z,175901.3,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
649,4479,target,canvas.Screen,12_1_0_31_4,response,528.0999998569605,176569.09999990463,176568.1,176584.8,177112.89999985695,177114.09999990463,2024-09-12T08:26:12.877Z,177117.7,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
655,4479,target,canvas.Screen,12_1_0_32_4,response,675.4999999523279,177785.59999990463,177784.6,177801.3,178476.79999995232,178478.09999990463,2024-09-12T08:26:14.241Z,178484.6,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
661,4479,target,canvas.Screen,12_1_0_33_4,response,417.49999990462675,179152.20000004768,179151.4,179168.1,179585.59999990463,179586.79999995232,2024-09-12T08:26:15.350Z,179601.1,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
667,4479,target,canvas.Screen,12_1_0_34_4,response,815.7999999523163,180268.89999985695,180268.1,180284.5,181100.29999995232,181101.5,2024-09-12T08:26:16.866Z,181117.8,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
673,4479,target,canvas.Screen,12_1_0_35_4,response,588.4000000476954,181785.59999990463,181784.5,181801.3,182389.70000004768,182390.5,2024-09-12T08:26:18.155Z,182401.0,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
679,4479,target,canvas.Screen,12_1_0_36_4,response,547.3999999046209,183069.0,183067.9,183084.7,183632.09999990463,183633.29999995232,2024-09-12T08:26:19.398Z,183658.8,response_natural,n,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,n,True
685,4479,target,canvas.Screen,12_1_0_37_4,response,557.6000000476779,184335.29999995232,184334.3,184351.1,184908.70000004768,184909.89999985695,2024-09-12T08:26:20.675Z,184917.5,response_manmade,m,rope,ROPE,Con_Synth,short,congruent,m,m,True
691,4479,target,canvas.Screen,12_1_0_38_4,response,594.3000000476895,185585.39999985695,185584.6,185600.9,186195.20000004768,186196.39999985695,2024-09-12T08:26:21.961Z,186201.7,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
697,4479,target,canvas.Screen,12_1_0_39_4,response,806.6000000476779,186868.89999985695,186867.8,186884.6,187691.20000004768,187692.39999985695,2024-09-12T08:26:23.457Z,187700.9,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
703,4479,target,canvas.Screen,12_1_0_40_4,response,560.9999998569547,188368.5,188367.8,188384.4,188945.39999985695,188946.70000004768,2024-09-12T08:26:24.712Z,188950.8,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
709,4479,target,canvas.Screen,12_1_0_41_4,response,724.2000000476837,189618.70000004768,189617.8,189634.5,190358.70000004768,190359.89999985695,2024-09-12T08:26:26.125Z,190367.5,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
715,4479,target,canvas.Screen,12_1_0_42_4,response,733.9999999523279,191035.39999985695,191034.4,191050.8,191784.79999995232,191785.89999985695,2024-09-12T08:26:27.551Z,191800.8,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
721,4479,target,canvas.Screen,12_1_0_43_4,response,574.8999998569489,192468.70000004768,192467.8,192484.5,193059.39999985695,193060.59999990463,2024-09-12T08:26:28.825Z,193067.5,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
727,4479,target,canvas.Screen,12_1_0_44_4,response,813.8999999046209,193735.0,193734.2,193750.7,194564.59999990463,194565.79999995232,2024-09-12T08:26:30.331Z,194584.5,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
733,4479,target,canvas.Screen,12_1_0_45_4,response,624.3999998569489,195251.5,195250.8,195267.5,195891.89999985695,195892.79999995232,2024-09-12T08:26:31.658Z,195900.7,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
739,4479,target,canvas.Screen,12_1_0_46_4,response,560.6000000476779,196568.39999985695,196567.5,196584.1,197144.70000004768,197146.0,2024-09-12T08:26:32.911Z,197150.7,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
745,4479,target,canvas.Screen,12_1_0_47_4,response,503.9999998569547,197818.70000004768,197817.6,197834.4,198338.39999985695,198339.29999995232,2024-09-12T08:26:34.104Z,198350.9,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
751,4479,target,canvas.Screen,12_1_0_48_4,response,585.1000000476779,199018.5,199017.8,199034.1,199619.20000004768,199620.20000004768,2024-09-12T08:26:35.385Z,199634.3,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
757,4479,target,canvas.Screen,12_1_0_49_4,response,576.3999999046209,200301.79999995232,200301.0,200317.7,200894.09999990463,200895.29999995232,2024-09-12T08:26:36.660Z,200900.6,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
763,4479,target,canvas.Screen,12_1_0_50_4,response,570.7999999046442,201575.79999995232,201567.3,201583.8,202154.59999990463,202155.79999995232,2024-09-12T08:26:37.921Z,202167.3,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
769,4479,target,canvas.Screen,12_1_0_51_4,response,934.6000000000058,202835.29999995232,202834.1,202850.9,203785.5,203786.29999995232,2024-09-12T08:26:39.551Z,203800.8,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
775,4479,target,canvas.Screen,12_1_0_52_4,response,562.3999999046209,204468.5,204467.5,204484.2,205046.59999990463,205047.70000004768,2024-09-12T08:26:40.813Z,205050.5,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
781,4479,target,canvas.Screen,12_1_0_53_4,response,716.3000000476895,205718.39999985695,205717.5,205733.9,206450.20000004768,206451.09999990463,2024-09-12T08:26:42.216Z,206467.2,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
787,4479,target,canvas.Screen,12_1_0_54_4,response,818.3999999999942,207135.09999990463,207134.2,207150.6,207969.0,207970.09999990463,2024-09-12T08:26:43.735Z,207984.1,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
793,4479,target,canvas.Screen,12_1_0_55_4,response,710.9000000476954,208651.79999995232,208650.8,208667.3,209378.20000004768,209379.5,2024-09-12T08:26:45.144Z,209385.9,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
799,4479,target,canvas.Screen,12_1_0_56_4,response,537.5999999046326,210051.59999990463,210050.8,210067.5,210605.09999990463,210606.0,2024-09-12T08:26:46.371Z,210617.0,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
805,4479,target,canvas.Screen,12_1_0_57_4,response,716.9999999523279,211284.89999985695,211284.0,211300.8,212017.79999995232,212019.09999990463,2024-09-12T08:26:47.784Z,212033.9,response_manmade,m,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,False
811,4479,target,canvas.Screen,12_1_0_58_4,response,575.3999999999942,212701.29999995232,212700.7,212717.1,213292.5,213293.70000004768,2024-09-12T08:26:49.058Z,213300.4,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
817,4479,target,canvas.Screen,12_1_0_59_4,response,812.3999999999942,213968.09999990463,213967.1,213984.1,214796.5,214797.39999985695,2024-09-12T08:26:50.562Z,214800.4,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
40,4478,target,canvas.Screen,12_0_0_0_4,response,1060.4000000059605,104885.40000000596,104884.6,104892.5,105952.90000000596,105953.70000000298,2024-09-12T08:24:16.725Z,105959.1,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
46,4478,target,canvas.Screen,12_0_0_1_4,response,773.1999999999971,106593.30000001192,106592.5,106600.8,107374.0,107374.80000001192,2024-09-12T08:24:18.146Z,107391.6,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
52,4478,target,canvas.Screen,12_0_0_2_4,response,948.5000000089349,108026.60000000894,108025.7,108034.1,108982.60000000894,108983.30000001192,2024-09-12T08:24:19.755Z,109000.2,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
58,4478,target,canvas.Screen,12_0_0_3_4,response,739.4000000119267,109635.30000001192,109634.4,109642.4,110381.80000001192,110382.5,2024-09-12T08:24:21.154Z,110384.2,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
64,4478,target,canvas.Screen,12_0_0_4_4,response,843.2000000059634,111026.30000001192,111025.9,111034.7,111877.90000000596,111878.60000000894,2024-09-12T08:24:22.650Z,111884.0,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
70,4478,target,canvas.Screen,12_0_0_5_4,response,637.7000000089465,112518.60000000894,112517.7,112525.9,113163.60000000894,113164.40000000596,2024-09-12T08:24:23.936Z,113167.3,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
76,4478,target,canvas.Screen,12_0_0_6_4,response,657.3999999999942,113801.20000000298,113800.6,113809.1,114466.5,114467.40000000596,2024-09-12T08:24:25.239Z,114475.7,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
82,4478,target,canvas.Screen,12_0_0_7_4,response,841.000000011918,115109.60000000894,115108.9,115117.3,115958.30000001192,115959.0,2024-09-12T08:24:26.731Z,115967.4,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
88,4478,target,canvas.Screen,12_0_0_8_4,response,733.6000000000058,116601.20000000298,116600.6,116608.9,117342.5,117343.20000000298,2024-09-12T08:24:28.115Z,117350.5,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
94,4478,target,canvas.Screen,12_0_0_9_4,response,760.6000000119238,117984.60000000894,117983.8,117992.2,118752.80000001192,118753.5,2024-09-12T08:24:29.525Z,118758.9,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
100,4478,target,canvas.Screen,12_0_0_10_4,response,723.8000000119209,119392.90000000596,119392.2,119400.5,120124.30000001192,120125.0,2024-09-12T08:24:30.897Z,120133.8,response_manmade,m,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,False
106,4478,target,canvas.Screen,12_0_0_11_4,response,620.9000000119267,120768.20000000298,120767.2,120775.4,121396.30000001192,121397.0,2024-09-12T08:24:32.169Z,121400.5,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
112,4478,target,canvas.Screen,12_0_0_12_4,response,1022.3999999999942,122035.10000000894,122034.2,122042.1,123064.5,123065.20000000298,2024-09-12T08:24:33.837Z,123075.4,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
118,4478,target,canvas.Screen,12_0_0_13_4,response,741.1000000029744,123709.5,123708.8,123717.1,124458.20000000298,124459.5,2024-09-12T08:24:35.231Z,124467.1,response_natural,n,hawk,HAWK,Con_Nat,short,congruent,n,n,True
124,4478,target,canvas.Screen,12_0_0_14_4,response,1111.1000000059576,125101.30000001192,125100.5,125108.8,126219.90000000596,126220.5,2024-09-12T08:24:36.992Z,126225.4,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
130,4478,target,canvas.Screen,12_0_0_15_4,response,817.7000000089465,126859.60000000894,126858.8,126867.4,127685.10000000894,127686.0,2024-09-12T08:24:38.458Z,127692.0,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
136,4478,target,canvas.Screen,12_0_0_16_4,response,718.0000000029831,128326.10000000894,128325.4,128333.7,129051.70000000298,129052.70000000298,2024-09-12T08:24:39.824Z,129058.9,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
142,4478,target,canvas.Screen,12_0_0_17_4,response,1085.2000000059634,129692.5,129691.9,129700.7,130785.90000000596,130786.70000000298,2024-09-12T08:24:41.558Z,130792.0,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
148,4478,target,canvas.Screen,12_0_0_18_4,response,799.9000000059605,131426.70000000298,131425.7,131434.5,132234.40000000596,132235.20000000298,2024-09-12T08:24:43.006Z,132242.0,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
154,4478,target,canvas.Screen,12_0_0_19_4,response,951.0000000089349,132876.5,132875.7,132883.6,133834.60000000894,133835.40000000596,2024-09-12T08:24:44.606Z,133841.9,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
160,4478,target,canvas.Screen,12_0_0_20_4,response,681.6000000029744,134476.20000000298,134475.2,134483.6,135165.20000000298,135166.20000000298,2024-09-12T08:24:45.937Z,135183.6,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
166,4478,target,canvas.Screen,12_0_0_21_4,response,742.7000000029802,135817.40000000596,135816.8,135825.5,136568.20000000298,136569.10000000894,2024-09-12T08:24:47.340Z,136575.2,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
172,4478,target,canvas.Screen,12_0_0_22_4,response,716.2000000029802,137209.5,137208.5,137217.0,137933.20000000298,137934.0,2024-09-12T08:24:48.705Z,137942.1,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
178,4478,target,canvas.Screen,12_0_0_23_4,response,702.6000000089407,138576.20000000298,138575.5,138583.5,139286.10000000894,139286.70000000298,2024-09-12T08:24:50.058Z,139291.9,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
184,4478,target,canvas.Screen,12_0_0_24_4,response,759.4000000029919,139934.20000000298,139933.6,139941.8,140701.20000000298,140702.0,2024-09-12T08:24:51.473Z,140708.4,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
190,4478,target,canvas.Screen,12_0_0_25_4,response,597.2000000119151,141342.60000000894,141341.7,141350.1,141947.30000001192,141948.10000000894,2024-09-12T08:24:52.719Z,141965.3,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
196,4478,target,canvas.Screen,12_0_0_26_4,response,681.6000000059721,142600.60000000894,142591.7,142600.3,143281.90000000596,143282.60000000894,2024-09-12T08:24:54.054Z,143300.5,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
202,4478,target,canvas.Screen,12_0_0_27_4,response,793.5000000089349,143940.60000000894,143933.3,143950.1,144743.60000000894,144744.5,2024-09-12T08:24:55.516Z,144750.3,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
208,4478,target,canvas.Screen,12_0_0_28_4,response,902.0,145384.20000000298,145383.4,145392.0,146294.0,146294.70000000298,2024-09-12T08:24:57.066Z,146300.0,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
214,4478,target,canvas.Screen,12_0_0_29_4,response,603.6000000119093,146934.5,146933.7,146941.7,147545.30000001192,147546.20000000298,2024-09-12T08:24:58.317Z,147549.9,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
