,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
499,4474,target,canvas.Screen,12_1_0_6_4,response,811.1999999940454,210509.19999998808,210507.8,210524.4,211335.59999999404,211343.39999999106,2024-09-12T08:25:52.796Z,211374.3,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
505,4474,target,canvas.Screen,12_1_0_7_4,response,1047.9999999940337,211993.19999998808,211991.0,212007.6,213055.59999999404,213063.19999998808,2024-09-12T08:25:54.515Z,213090.9,response_natural,n,mail,MAIL,Con_Synth,short,congruent,m,m,False
511,4474,target,canvas.Screen,12_1_0_8_4,response,1270.2999999940512,213709.5,213707.7,213724.3,214994.59999999404,215003.09999999404,2024-09-12T08:25:56.455Z,215024.2,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
517,4474,target,canvas.Screen,12_1_0_9_4,response,1827.9999999940337,215642.19999998808,215641.0,215657.6,217485.59999999404,217492.79999999702,2024-09-12T08:25:58.945Z,217524.0,response_manmade,m,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,False
523,4474,target,canvas.Screen,12_1_0_10_4,response,981.0999999940395,218142.29999999702,218140.7,218157.5,219138.59999999404,219146.79999999702,2024-09-12T08:26:00.599Z,219174.2,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
529,4474,target,canvas.Screen,12_1_0_11_4,response,1570.0999999940395,219791.89999999106,219790.8,219807.5,221377.59999999404,221385.79999999702,2024-09-12T08:26:02.838Z,221407.4,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
535,4474,target,canvas.Screen,12_1_0_12_4,response,1522.9999999940337,222025.5,222024.0,222040.6,223563.59999999404,223572.09999999404,2024-09-12T08:26:05.024Z,223607.3,response_manmade,m,toast,TOAST,Con_Synth,short,congruent,m,m,True
541,4474,target,canvas.Screen,12_1_0_13_4,response,762.9999999940337,224224.89999999106,224223.8,224240.6,225003.59999999404,225012.09999999404,2024-09-12T08:26:06.464Z,225040.6,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
547,4474,target,canvas.Screen,12_1_0_14_4,response,1007.7999999940512,225658.69999998808,225657.2,225673.8,226681.59999999404,226689.09999999404,2024-09-12T08:26:08.142Z,226723.7,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
553,4474,target,canvas.Screen,12_1_0_15_4,response,882.4999999940337,227341.89999999106,227340.4,227357.1,228239.59999999404,228246.19999998808,2024-09-12T08:26:09.698Z,228273.7,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
559,4474,target,canvas.Screen,12_1_0_16_4,response,637.4999999940337,228891.89999999106,228890.5,228907.1,229544.59999999404,229552.0,2024-09-12T08:26:11.004Z,229573.8,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
565,4474,target,canvas.Screen,12_1_0_17_4,response,725.5999999940395,230191.79999999702,230190.4,230207.0,230932.59999999404,230940.59999999404,2024-09-12T08:26:12.393Z,230973.7,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
571,4474,target,canvas.Screen,12_1_0_18_4,response,1303.5999999940395,231591.69999998808,231590.3,231607.0,232910.59999999404,232918.79999999702,2024-09-12T08:26:14.371Z,232940.1,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
577,4474,target,canvas.Screen,12_1_0_19_4,response,875.6999999940454,233541.69999998808,233540.3,233556.9,234432.59999999404,234441.69999998808,2024-09-12T08:26:15.894Z,234473.6,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
583,4474,target,canvas.Screen,12_1_0_20_4,response,848.7999999940512,235092.5,235090.1,235106.8,235955.59999999404,235961.09999999404,2024-09-12T08:26:17.413Z,235990.1,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
589,4474,target,canvas.Screen,12_1_0_21_4,response,1061.1999999940454,236608.19999998808,236606.8,236623.4,237684.59999999404,237692.39999999106,2024-09-12T08:26:19.145Z,237723.3,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
595,4474,target,canvas.Screen,12_1_0_22_4,response,661.8999999940279,238342.69999998808,238340.0,238356.7,239018.59999999404,239025.5,2024-09-12T08:26:20.478Z,239056.7,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
601,4474,target,canvas.Screen,12_1_0_23_4,response,1250.5999999940395,239674.69999998808,239673.4,239690.0,240940.59999999404,240947.79999999702,2024-09-12T08:26:22.400Z,240973.3,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
607,4474,target,canvas.Screen,12_1_0_24_4,response,702.9999999940337,241591.5,241589.9,241606.6,242309.59999999404,242317.09999999404,2024-09-12T08:26:23.769Z,242340.0,response_natural,n,hawk,HAWK,Con_Nat,short,congruent,n,n,True
613,4474,target,canvas.Screen,12_1_0_25_4,timeout,2000.0,242957.59999999404,242956.6,242973.2,244956.6,244958.59999999404,2024-09-12T08:26:26.411Z,244973.2,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,False
619,4474,target,canvas.Screen,12_1_0_26_4,response,1235.899999994028,245574.59999999404,245573.1,245589.7,246825.59999999404,246832.39999999106,2024-09-12T08:26:28.285Z,246856.3,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
625,4474,target,canvas.Screen,12_1_0_27_4,response,1277.899999994028,247475.0,247473.1,247489.7,248767.59999999404,248774.89999999106,2024-09-12T08:26:30.227Z,248806.2,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
631,4474,target,canvas.Screen,12_1_0_28_4,response,806.9999999940337,249424.39999999106,249423.0,249439.6,250246.59999999404,250254.09999999404,2024-09-12T08:26:31.706Z,250272.9,response_natural,n,soil,SOIL,Con_Nat,short,congruent,n,n,True
637,4474,target,canvas.Screen,12_1_0_29_4,response,807.2999999940512,250890.79999999702,250889.6,250906.3,251713.59999999404,251720.59999999404,2024-09-12T08:26:33.173Z,251739.5,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
643,4474,target,canvas.Screen,12_1_0_30_4,response,1243.7999999940512,252357.39999999106,252356.2,252372.8,253616.59999999404,253623.29999999702,2024-09-12T08:26:35.076Z,253656.1,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
649,4474,target,canvas.Screen,12_1_0_31_4,response,1130.0999999940395,254274.5,254272.9,254289.5,255419.59999999404,255426.89999999106,2024-09-12T08:26:36.879Z,255456.5,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
655,4474,target,canvas.Screen,12_1_0_32_4,response,923.0999999940395,256074.09999999404,256072.8,256089.5,257012.59999999404,257021.5,2024-09-12T08:26:38.474Z,257056.0,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
661,4474,target,canvas.Screen,12_1_0_33_4,response,969.1999999940454,257674.09999999404,257672.7,257689.4,258658.59999999404,258665.39999999106,2024-09-12T08:26:40.118Z,258689.2,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
667,4474,target,canvas.Screen,12_1_0_34_4,response,842.9999999940337,259307.09999999404,259306.0,259322.6,260165.59999999404,260172.29999999702,2024-09-12T08:26:41.625Z,260205.8,response_natural,n,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,False
673,4474,target,canvas.Screen,12_1_0_35_4,response,1410.2999999940512,260823.89999999106,260822.6,260839.3,262249.59999999404,262256.1999999881,2024-09-12T08:26:43.708Z,262289.1,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
679,4474,target,canvas.Screen,12_1_0_36_4,response,1629.0999999940395,262907.09999999404,262905.9,262922.5,264551.59999999404,264558.39999999106,2024-09-12T08:26:46.011Z,264589.0,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
685,4474,target,canvas.Screen,12_1_0_37_4,response,760.1999999940163,265207.6999999881,265205.8,265222.4,265982.59999999404,265990.09999999404,2024-09-12T08:26:47.442Z,266022.5,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
691,4474,target,canvas.Screen,12_1_0_38_4,response,794.8999999940279,266640.1999999881,266639.0,266655.7,267450.59999999404,267457.1999999881,2024-09-12T08:26:48.910Z,267488.9,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
697,4474,target,canvas.Screen,12_1_0_39_4,response,1080.2999999940512,268107.09999999404,268105.7,268122.3,269202.59999999404,269209.59999999404,2024-09-12T08:26:50.662Z,269238.8,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
703,4474,target,canvas.Screen,12_1_0_40_4,response,1066.4999999940628,269856.59999999404,269855.6,269872.1,270938.59999999404,270945.799999997,2024-09-12T08:26:52.398Z,270972.1,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
709,4474,target,canvas.Screen,12_1_0_41_4,response,674.0999999940395,271590.1999999881,271588.9,271605.5,272279.59999999404,272288.39999999106,2024-09-12T08:26:53.741Z,272322.2,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
715,4474,target,canvas.Screen,12_1_0_42_4,response,780.0999999940395,272940.0,272938.9,272955.5,273735.59999999404,273742.799999997,2024-09-12T08:26:55.195Z,273772.0,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
721,4474,target,canvas.Screen,12_1_0_43_4,response,651.1999999940163,274390.39999999106,274388.7,274405.4,275056.59999999404,275065.39999999106,2024-09-12T08:26:56.518Z,275088.8,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
727,4474,target,canvas.Screen,12_1_0_44_4,response,718.5999999940395,275706.6999999881,275705.4,275722.0,276440.59999999404,276448.89999999106,2024-09-12T08:26:57.901Z,276472.1,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
733,4474,target,canvas.Screen,12_1_0_45_4,response,818.2999999940512,277090.09999999404,277088.6,277105.3,277923.59999999404,277931.1999999881,2024-09-12T08:26:59.384Z,277955.5,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
739,4474,target,canvas.Screen,12_1_0_46_4,response,1493.9999999940628,278573.59999999404,278571.9,278588.6,280082.59999999404,280090.6999999881,2024-09-12T08:27:01.543Z,280121.6,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
745,4474,target,canvas.Screen,12_1_0_47_4,response,1487.399999994028,280739.89999999106,280738.5,280755.2,282242.59999999404,282248.89999999106,2024-09-12T08:27:03.701Z,282271.7,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
751,4474,target,canvas.Screen,12_1_0_48_4,response,741.4999999940628,282890.39999999106,282888.4,282905.1,283646.59999999404,283654.39999999106,2024-09-12T08:27:05.107Z,283688.5,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
757,4474,target,canvas.Screen,12_1_0_49_4,response,913.8999999940279,284306.39999999106,284305.1,284321.7,285235.59999999404,285242.89999999106,2024-09-12T08:27:06.695Z,285271.6,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
763,4474,target,canvas.Screen,12_1_0_50_4,response,925.5999999940395,285889.799999997,285888.3,285905.0,286830.59999999404,286836.5,2024-09-12T08:27:08.289Z,286854.9,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
769,4474,target,canvas.Screen,12_1_0_51_4,response,727.2999999940512,287473.0,287471.7,287488.3,288215.59999999404,288222.39999999106,2024-09-12T08:27:09.675Z,288255.0,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
775,4474,target,canvas.Screen,12_1_0_52_4,response,735.3999999940279,288872.799999997,288871.6,288888.2,289623.59999999404,289631.6999999881,2024-09-12T08:27:11.084Z,289654.9,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
781,4474,target,canvas.Screen,12_1_0_53_4,response,653.3999999940279,290272.89999999106,290271.5,290288.2,290941.59999999404,290949.1999999881,2024-09-12T08:27:12.402Z,290971.5,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
787,4474,target,canvas.Screen,12_1_0_54_4,response,855.8999999940279,291589.5,291588.2,291604.7,292460.59999999404,292468.59999999404,2024-09-12T08:27:13.921Z,292504.7,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
793,4474,target,canvas.Screen,12_1_0_55_4,response,770.5999999940395,293123.299999997,293121.4,293138.0,293908.59999999404,293916.39999999106,2024-09-12T08:27:15.369Z,293938.1,response_manmade,m,peach,SHED,Inc_Nat_Synth,short,incongruent,m,m,True
799,4474,target,canvas.Screen,12_1_0_56_4,response,694.2999999940512,294555.799999997,294554.7,294571.3,295265.59999999404,295273.39999999106,2024-09-12T08:27:16.726Z,295304.7,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
805,4474,target,canvas.Screen,12_1_0_57_4,response,764.5999999940395,295922.89999999106,295921.4,295938.0,296702.59999999404,296709.6999999881,2024-09-12T08:27:18.162Z,296738.0,response_manmade,m,bread,BREAD,Con_Synth,short,congruent,m,m,True
811,4474,target,canvas.Screen,12_1_0_58_4,response,1815.2999999940512,297355.799999997,297354.6,297371.3,299186.59999999404,299193.39999999106,2024-09-12T08:27:20.646Z,299221.0,response_manmade,m,rope,ROPE,Con_Synth,short,congruent,m,m,True
817,4474,target,canvas.Screen,12_1_0_59_4,response,756.1999999940163,299839.39999999106,299837.8,299854.4,300610.59999999404,300617.799999997,2024-09-12T08:27:22.070Z,300637.9,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
40,4473,target,canvas.Screen,12_0_0_0_4,response,1272.0,114788.0,114787.0,114803.0,116059.0,116067.0,2024-09-12T08:24:17.259Z,116103.0,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
46,4473,target,canvas.Screen,12_0_0_1_4,response,1542.0,116721.0,116720.0,116736.0,118262.0,118270.0,2024-09-12T08:24:19.463Z,118303.0,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
52,4473,target,canvas.Screen,12_0_0_2_4,response,767.0,118921.0,118920.0,118936.0,119687.0,119694.0,2024-09-12T08:24:20.887Z,119720.0,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
58,4473,target,canvas.Screen,12_0_0_3_4,response,1083.0,120354.0,120353.0,120370.0,121436.0,121443.0,2024-09-12T08:24:22.636Z,121470.0,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
64,4473,target,canvas.Screen,12_0_0_4_4,response,1276.0,122105.0,122105.0,122120.0,123381.0,123388.0,2024-09-12T08:24:24.581Z,123420.0,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
70,4473,target,canvas.Screen,12_0_0_5_4,response,906.0,124038.0,124037.0,124053.0,124943.0,124950.0,2024-09-12T08:24:26.143Z,124988.0,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
76,4473,target,canvas.Screen,12_0_0_6_4,response,1463.0,125604.0,125603.0,125620.0,127066.0,127073.00000000001,2024-09-12T08:24:28.266Z,127103.0,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
82,4473,target,canvas.Screen,12_0_0_7_4,response,620.0000000000146,127722.00000000001,127721.0,127737.0,128341.00000000001,128348.00000000001,2024-09-12T08:24:29.541Z,128371.0,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
88,4473,target,canvas.Screen,12_0_0_8_4,response,1296.0000000000146,128988.0,128987.0,129005.0,130283.00000000001,130291.0,2024-09-12T08:24:31.484Z,130321.0,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
94,4473,target,canvas.Screen,12_0_0_9_4,response,964.0000000000291,130938.00000000001,130938.0,130955.0,131902.00000000003,131909.0,2024-09-12T08:24:33.102Z,131937.0,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
100,4473,target,canvas.Screen,12_0_0_10_4,response,730.0,132555.0,132555.0,132571.0,133285.0,133292.0,2024-09-12T08:24:34.485Z,133321.0,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
106,4473,target,canvas.Screen,12_0_0_11_4,response,706.0,133939.0,133938.0,133955.0,134644.0,134652.00000000003,2024-09-12T08:24:35.845Z,134688.0,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
112,4473,target,canvas.Screen,12_0_0_12_4,response,728.0000000000291,135306.0,135305.0,135320.0,136033.00000000003,136041.0,2024-09-12T08:24:37.234Z,136072.0,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
118,4473,target,canvas.Screen,12_0_0_13_4,response,813.0,136688.00000000003,136688.0,136705.0,137501.0,137508.0,2024-09-12T08:24:38.701Z,137538.0,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
124,4473,target,canvas.Screen,12_0_0_14_4,response,961.0,138156.0,138155.0,138171.0,139116.0,139154.0,2024-09-12T08:24:40.347Z,139274.0,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
130,4473,target,canvas.Screen,12_0_0_15_4,response,1770.0,139906.0,139905.0,139921.0,141675.0,141683.0,2024-09-12T08:24:42.877Z,141704.0,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
136,4473,target,canvas.Screen,12_0_0_16_4,timeout,1999.0,142322.0,142321.0,142339.0,144321.0,144322.0,2024-09-12T08:24:45.515Z,144338.0,,,hawk,HAWK,Con_Nat,short,congruent,n,,False
142,4473,target,canvas.Screen,12_0_0_17_4,response,877.0,144957.0,144956.0,144971.0,145833.0,145841.0,2024-09-12T08:24:47.034Z,145871.0,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
148,4473,target,canvas.Screen,12_0_0_18_4,response,853.0,146489.0,146488.0,146506.0,147341.0,147348.0,2024-09-12T08:24:48.542Z,147372.0,response_natural,n,soil,SOIL,Con_Nat,short,congruent,n,n,True
154,4473,target,canvas.Screen,12_0_0_19_4,response,701.0,147990.0,147989.0,148006.0,148690.0,148697.0,2024-09-12T08:24:49.890Z,148721.0,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
160,4473,target,canvas.Screen,12_0_0_20_4,response,1572.0,149340.0,149339.0,149355.0,150911.0,150919.0,2024-09-12T08:24:52.112Z,150956.0,response_manmade,m,toast,TOAST,Con_Synth,short,congruent,m,m,True
166,4473,target,canvas.Screen,12_0_0_21_4,response,1599.0,151572.0,151572.0,151589.0,153171.0,153179.0,2024-09-12T08:24:54.372Z,153206.0,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
172,4473,target,canvas.Screen,12_0_0_22_4,response,685.0,153823.0,153822.0,153838.0,154507.0,154515.00000000003,2024-09-12T08:24:55.708Z,154539.0,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
178,4473,target,canvas.Screen,12_0_0_23_4,response,1534.0,155157.0,155156.0,155173.0,156690.0,156697.0,2024-09-12T08:24:57.891Z,156723.0,response_manmade,m,rope,ROPE,Con_Synth,short,congruent,m,m,True
184,4473,target,canvas.Screen,12_0_0_24_4,response,736.0000000000291,157340.0,157339.0,157356.0,158075.00000000003,158083.0,2024-09-12T08:24:59.276Z,158106.0,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
190,4473,target,canvas.Screen,12_0_0_25_4,response,1391.0,158724.0,158723.0,158739.0,160114.0,160122.0,2024-09-12T08:25:01.315Z,160156.0,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
196,4473,target,canvas.Screen,12_0_0_26_4,response,811.0,160773.0,160772.0,160790.0,161583.0,161590.0,2024-09-12T08:25:02.784Z,161623.0,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
202,4473,target,canvas.Screen,12_0_0_27_4,response,1227.0,162241.0,162240.0,162256.0,163467.0,163475.0,2024-09-12T08:25:04.669Z,163507.0,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
208,4473,target,canvas.Screen,12_0_0_28_4,response,807.0,164125.0,164124.0,164139.0,164931.0,164939.0,2024-09-12T08:25:06.133Z,164972.0,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
214,4473,target,canvas.Screen,12_0_0_29_4,response,821.0,165590.0,165590.0,165606.0,166411.0,166419.0,2024-09-12T08:25:07.613Z,166456.0,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
220,4473,target,canvas.Screen,12_0_0_30_4,response,1184.0,167074.0,167074.0,167090.0,168258.0,168266.0,2024-09-12T08:25:09.460Z,168290.0,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
226,4473,target,canvas.Screen,12_0_0_31_4,timeout,2000.0,168907.0,168906.0,168923.0,170907.0,170907.0,2024-09-12T08:25:12.101Z,170923.0,,,creek,CREEK,Con_Nat,short,congruent,n,,False
232,4473,target,canvas.Screen,12_0_0_32_4,response,767.0000000000291,171541.0,171540.0,171556.0,172307.00000000003,172315.0,2024-09-12T08:25:13.509Z,172339.0,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
238,4473,target,canvas.Screen,12_0_0_33_4,response,1093.0,172958.0,172957.0,172973.0,174050.0,174059.0,2024-09-12T08:25:15.253Z,174090.0,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
244,4473,target,canvas.Screen,12_0_0_34_4,response,669.0,174708.0,174707.0,174723.0,175376.0,175384.0,2024-09-12T08:25:16.578Z,175407.0,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
250,4473,target,canvas.Screen,12_0_0_35_4,timeout,2001.0,176024.0,176024.0,176040.0,178024.0,178024.0,2024-09-12T08:25:19.218Z,178041.0,,,peach,SHED,Inc_Nat_Synth,short,incongruent,m,,False
256,4473,target,canvas.Screen,12_0_0_36_4,response,1769.000000000029,178657.0,178657.0,178674.0,180426.00000000003,180434.0,2024-09-12T08:25:21.628Z,180458.0,response_manmade,m,bread,BREAD,Con_Synth,short,congruent,m,m,True
262,4473,target,canvas.Screen,12_0_0_37_4,response,843.0,181074.0,181074.0,181090.0,181917.0,181925.0,2024-09-12T08:25:23.119Z,181958.0,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
268,4473,target,canvas.Screen,12_0_0_38_4,response,1292.0,182575.00000000003,182575.0,182591.0,183867.0,183875.0,2024-09-12T08:25:25.069Z,183908.0,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
274,4473,target,canvas.Screen,12_0_0_39_4,response,1005.0,184524.0,184524.0,184541.0,185529.0,185540.0,2024-09-12T08:25:26.734Z,185574.0,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
280,4473,target,canvas.Screen,12_0_0_40_4,response,1557.0,186191.0,186190.0,186208.0,187747.0,187755.0,2024-09-12T08:25:28.949Z,187791.0,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
286,4473,target,canvas.Screen,12_0_0_41_4,response,793.0000000000291,188408.00000000003,188407.0,188424.0,189200.00000000003,189208.0,2024-09-12T08:25:30.403Z,189241.0,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
292,4473,target,canvas.Screen,12_0_0_42_4,response,1871.0,189859.0,189858.0,189875.0,191729.0,191737.0,2024-09-12T08:25:32.931Z,191758.0,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
298,4473,target,canvas.Screen,12_0_0_43_4,response,967.0,192375.0,192375.0,192392.0,193342.0,193351.0,2024-09-12T08:25:34.545Z,193375.0,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
304,4473,target,canvas.Screen,12_0_0_44_4,response,986.0,193992.0,193992.0,194008.0,194978.0,194987.0,2024-09-12T08:25:36.181Z,195009.0,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
310,4473,target,canvas.Screen,12_0_0_45_4,response,1963.0,195626.0,195626.0,195642.0,197589.0,197598.0,2024-09-12T08:25:38.792Z,197625.0,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
316,4473,target,canvas.Screen,12_0_0_46_4,response,557.0,198243.0,198243.0,198258.0,198800.0,198809.0,2024-09-12T08:25:40.003Z,198842.0,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
322,4473,target,canvas.Screen,12_0_0_47_4,response,601.0,199460.0,199459.0,199476.0,200060.0,200069.00000000003,2024-09-12T08:25:41.264Z,200093.0,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
328,4473,target,canvas.Screen,12_0_0_48_4,timeout,2000.0,200709.0,200708.0,200725.0,202709.0,202710.0,2024-09-12T08:25:43.904Z,202725.0,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,False
334,4473,target,canvas.Screen,12_0_0_49_4,response,1695.0,203344.0,203343.0,203359.0,205038.0,205047.0,2024-09-12T08:25:46.241Z,205076.0,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
340,4473,target,canvas.Screen,12_0_0_50_4,response,801.0,205694.00000000003,205693.0,205709.0,206494.0,206502.0,2024-09-12T08:25:47.697Z,206526.0,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
346,4473,target,canvas.Screen,12_0_0_51_4,timeout,1999.0,207143.0,207143.0,207160.0,209143.0,209143.0,2024-09-12T08:25:50.338Z,209159.0,,,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,,False
352,4473,target,canvas.Screen,12_0_0_52_4,response,1124.0,209776.0,209775.0,209793.0,210899.0,210908.00000000003,2024-09-12T08:25:52.102Z,210943.0,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
358,4473,target,canvas.Screen,12_0_0_53_4,response,1617.0,211561.0,211560.0,211576.0,213177.0,213186.0,2024-09-12T08:25:54.381Z,213210.0,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
364,4473,target,canvas.Screen,12_0_0_54_4,response,1100.0,213828.0,213827.0,213843.0,214927.0,214935.0,2024-09-12T08:25:56.130Z,214960.0,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
370,4473,target,canvas.Screen,12_0_0_55_4,response,750.0,215576.0,215576.0,215593.0,216326.0,216334.0,2024-09-12T08:25:57.529Z,216360.0,response_natural,n,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,False
376,4473,target,canvas.Screen,12_0_0_56_4,response,971.0,216977.0,216976.0,216994.0,217947.0,217956.00000000003,2024-09-12T08:25:59.150Z,217977.0,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
382,4473,target,canvas.Screen,12_0_0_57_4,timeout,2000.0,218594.0,218593.0,218610.0,220593.0,220594.0,2024-09-12T08:26:01.789Z,220610.0,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,False
388,4473,target,canvas.Screen,12_0_0_58_4,response,765.0000000000291,221228.0,221227.0,221243.0,221992.00000000003,222001.0,2024-09-12T08:26:03.196Z,222027.0,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
