url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
,,target,canvas.Screen,12_0_0_49_4,response,705.0000000059663,109155.10000000894,109154.2,109171.4,109876.40000000596,109877.29999999702,2025-09-11T06:29:20.421Z,109888.1,response_manmade,keypress(m),bike,BIKE,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_49,completion,1338.5000000059663,108530.29999999702,108522.0,108537.9,109876.40000000596,109877.5,2025-09-11T06:29:20.422Z,109888.1,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_50_0,timeout,532.0,109877.70000000298,109871.372,109888.1,110403.6,110404.40000000596,2025-09-11T06:29:20.949Z,110420.1,,,tank,TANK,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_50_1,timeout,33.29999999998836,110404.5,110403.6,110420.1,110436.8,110437.5,2025-09-11T06:29:20.982Z,110453.4,,,tank,TANK,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_50_2,timeout,33.30000000000291,110437.70000000298,110436.8,110453.4,110470.1,110471.0,2025-09-11T06:29:21.015Z,110486.7,,,tank,TANK,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_50_3,timeout,33.30000000000291,110471.20000000298,110470.1,110486.7,110503.9,110505.0,2025-09-11T06:29:21.049Z,110520.0,,,tank,TANK,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_50_4,response,698.6000000089407,110505.10000000894,110503.9,110520.0,111218.60000000894,111219.40000000596,2025-09-11T06:29:21.764Z,111236.3,response_manmade,keypress(m),tank,TANK,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_50,completion,1330.5000000089349,109877.70000000298,109871.372,109888.1,111218.60000000894,111219.60000000894,2025-09-11T06:29:21.764Z,111236.3,,,tank,TANK,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_51_0,timeout,533.3999999999942,111219.70000000298,111220.2,111236.3,111753.0,111753.79999999702,2025-09-11T06:29:22.298Z,111769.7,,,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_51_1,timeout,33.10000000000582,111754.0,111753.0,111769.7,111785.9,111787.29999999702,2025-09-11T06:29:22.331Z,111802.8,,,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_51_2,timeout,33.5,111787.40000000596,111785.9,111802.8,111819.7,111820.29999999702,2025-09-11T06:29:22.365Z,111836.3,,,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_51_3,timeout,32.89999999999418,111820.40000000596,111819.7,111836.3,111853.1,111853.90000000596,2025-09-11T06:29:22.398Z,111869.2,,,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_51_4,response,1426.800000000003,111854.0,111853.1,111869.2,113296.0,113296.90000000596,2025-09-11T06:29:23.841Z,113301.7,response_manmade,keypress(m),kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_51,completion,2059.699999999997,111219.70000000298,111220.2,111236.3,113296.0,113297.20000000298,2025-09-11T06:29:23.841Z,113301.7,,,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_52_0,timeout,533.0,113297.29999999702,113286.2,113301.7,113818.1,113819.0,2025-09-11T06:29:24.363Z,113834.7,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_52_1,timeout,33.19999999999709,113819.10000000894,113818.1,113834.7,113851.4,113852.29999999702,2025-09-11T06:29:24.397Z,113867.9,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_52_2,timeout,33.60000000000582,113852.5,113851.4,113867.9,113884.8,113885.70000000298,2025-09-11T06:29:24.430Z,113901.5,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_52_3,timeout,33.10000000000582,113885.79999999702,113884.8,113901.5,113918.0,113919.0,2025-09-11T06:29:24.463Z,113934.6,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_52_4,response,815.199999997014,113919.10000000894,113918.0,113934.6,114749.79999999702,114750.60000000894,2025-09-11T06:29:25.295Z,114767.4,response_manmade,keypress(m),cable,CABLE,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_52,completion,1448.0999999970227,113297.29999999702,113286.2,113301.7,114749.79999999702,114750.90000000596,2025-09-11T06:29:25.295Z,114767.4,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_53_0,timeout,533.2000000000116,114751.10000000894,114751.234,114767.4,115283.8,115284.5,2025-09-11T06:29:25.829Z,115300.6,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_53_1,timeout,33.09999999999127,115284.60000000894,115283.8,115300.6,115317.0,115317.90000000596,2025-09-11T06:29:25.862Z,115333.7,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_53_2,timeout,33.30000000000291,115318.20000000298,115317.0,115333.7,115350.8,115351.40000000596,2025-09-11T06:29:25.896Z,115367.0,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_53_3,timeout,33.39999999999418,115351.5,115350.8,115367.0,115383.8,115384.29999999702,2025-09-11T06:29:25.928Z,115400.4,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_53_4,response,808.300000002986,115384.5,115383.8,115400.4,116208.70000000298,116210.20000000298,2025-09-11T06:29:26.754Z,116216.5,response_natural,keypress(n),daisy,DAISY,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_53,completion,1441.300000002986,114751.0,114751.234,114767.4,116208.70000000298,116210.29999999702,2025-09-11T06:29:26.755Z,116216.5,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_54_0,timeout,533.0,116210.40000000596,116200.4,116216.5,116733.3,116734.10000000894,2025-09-11T06:29:27.278Z,116749.5,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_54_1,timeout,33.60000000000582,116734.29999999702,116733.3,116749.5,116766.3,116767.0,2025-09-11T06:29:27.311Z,116783.1,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_54_2,timeout,33.0,116767.29999999702,116766.3,116783.1,116799.5,116801.20000000298,2025-09-11T06:29:27.345Z,116816.1,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_54_3,timeout,33.39999999999418,116801.29999999702,116799.5,116816.1,116833.3,116833.79999999702,2025-09-11T06:29:27.378Z,116849.5,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_54_4,response,822.1000000089407,116833.90000000596,116833.3,116849.5,117671.60000000894,117672.40000000596,2025-09-11T06:29:28.217Z,117682.3,response_manmade,keypress(m),doll,DOLL,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_54,completion,1455.1000000089407,116210.40000000596,116200.4,116216.5,117671.60000000894,117672.70000000298,2025-09-11T06:29:28.217Z,117682.3,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_55_0,timeout,533.0,117672.70000000298,117666.3,117682.3,118198.7,118199.5,2025-09-11T06:29:28.744Z,118215.3,,,grass,GRASS,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_55_1,timeout,33.30000000000291,118199.60000000894,118198.7,118215.3,118232.1,118233.20000000298,2025-09-11T06:29:28.777Z,118248.6,,,grass,GRASS,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_55_2,timeout,33.29999999998836,118233.29999999702,118232.1,118248.6,118265.3,118266.10000000894,2025-09-11T06:29:28.810Z,118281.9,,,grass,GRASS,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_55_3,timeout,33.70000000001164,118266.40000000596,118265.3,118281.9,118298.6,118299.40000000596,2025-09-11T06:29:28.844Z,118315.6,,,grass,GRASS,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_55_4,response,567.6000000029744,118299.5,118298.6,118315.6,118883.20000000298,118884.20000000298,2025-09-11T06:29:29.428Z,118898.3,response_natural,keypress(n),grass,GRASS,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_55,completion,1200.9000000029773,117672.70000000298,117666.3,117682.3,118883.20000000298,118884.5,2025-09-11T06:29:29.429Z,118898.3,,,grass,GRASS,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_56_0,timeout,533.0,118884.79999999702,118882.3,118898.3,119414.5,119415.20000000298,2025-09-11T06:29:29.959Z,119431.3,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_56_1,timeout,33.39999999999418,119415.40000000596,119414.5,119431.3,119448.0,119448.70000000298,2025-09-11T06:29:29.993Z,119464.7,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_56_2,timeout,33.19999999999709,119448.90000000596,119448.0,119464.7,119481.3,119482.40000000596,2025-09-11T06:29:30.027Z,119497.9,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_56_3,timeout,33.30000000000291,119482.60000000894,119481.3,119497.9,119514.6,119515.40000000596,2025-09-11T06:29:30.059Z,119531.2,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_56_4,response,758.8000000000029,119515.5,119514.6,119531.2,120290.0,120290.79999999702,2025-09-11T06:29:30.835Z,120297.8,response_natural,keypress(n),puppy,PUPPY,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_56,completion,1391.699999999997,118884.60000000894,118882.3,118898.3,120290.0,120291.0,2025-09-11T06:29:30.835Z,120297.8,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_57_0,timeout,532.5999999999913,120291.20000000298,120281.2,120297.8,120814.0,120814.70000000298,2025-09-11T06:29:31.359Z,120830.4,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_57_1,timeout,34.10000000000582,120814.90000000596,120814.0,120830.4,120847.1,120848.10000000894,2025-09-11T06:29:31.392Z,120864.5,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_57_2,timeout,32.5,120848.29999999702,120847.1,120864.5,120880.8,120881.79999999702,2025-09-11T06:29:31.426Z,120897.0,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_57_3,timeout,33.30000000000291,120881.90000000596,120880.8,120897.0,120914.0,120914.70000000298,2025-09-11T06:29:31.459Z,120930.3,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_57_4,response,753.4000000029773,120914.90000000596,120914.0,120930.3,121683.70000000298,121684.5,2025-09-11T06:29:32.229Z,121696.6,response_natural,keypress(n),cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_57,completion,1385.9000000029773,120291.10000000894,120281.2,120297.8,121683.70000000298,121684.79999999702,2025-09-11T06:29:32.229Z,121696.6,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_58_0,timeout,532.7999999999884,121684.90000000596,121680.5,121696.6,122212.9,122214.29999999702,2025-09-11T06:29:32.758Z,122229.4,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_58_1,timeout,33.5,122214.40000000596,122212.9,122229.4,122246.1,122246.90000000596,2025-09-11T06:29:32.791Z,122262.9,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_58_2,timeout,33.70000000001164,122247.0,122246.1,122262.9,122279.7,122280.29999999702,2025-09-11T06:29:32.825Z,122296.6,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_58_3,timeout,33.29999999998836,122280.40000000596,122279.7,122296.6,122313.2,122314.20000000298,2025-09-11T06:29:32.858Z,122329.9,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_58_4,response,610.5000000059663,122314.29999999702,122313.2,122329.9,122940.40000000596,122941.29999999702,2025-09-11T06:29:33.485Z,122945.7,response_manmade,keypress(m),crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_58,completion,1243.8000000059546,121684.90000000596,121680.5,121696.6,122940.40000000596,122941.5,2025-09-11T06:29:33.486Z,122945.7,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_59_0,timeout,533.0,122941.60000000894,122929.876,122945.7,123462.5,123463.20000000298,2025-09-11T06:29:34.007Z,123478.7,,,arena,VINE,Inc_Synth_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_59_1,timeout,33.40000000000873,123463.29999999702,123462.5,123478.7,123495.4,123496.60000000894,2025-09-11T06:29:34.041Z,123512.1,,,arena,VINE,Inc_Synth_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_59_2,timeout,33.69999999999709,123496.70000000298,123495.4,123512.1,123529.1,123529.70000000298,2025-09-11T06:29:34.074Z,123545.8,,,arena,VINE,Inc_Synth_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_59_3,timeout,33.30000000000291,123529.90000000596,123529.1,123545.8,123562.7,123563.40000000596,2025-09-11T06:29:34.108Z,123579.1,,,arena,VINE,Inc_Synth_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_59_4,response,698.0000000089349,123563.60000000894,123562.7,123579.1,124277.10000000894,124277.90000000596,2025-09-11T06:29:34.822Z,124294.9,response_natural,keypress(n),arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_59,completion,1331.4000000089436,122941.60000000894,122929.876,122945.7,124277.10000000894,124278.10000000894,2025-09-11T06:29:34.822Z,124294.9,,,arena,VINE,Inc_Synth_Nat,short,incongruent,n,,
,,Short Loop,flow.Loop,12_0_0,completion,88960.90000000894,35302.20000000298,35299.846,35316.2,124277.10000000894,124278.20000000298,2025-09-11T06:29:34.822Z,124294.9,,,,,,,,,,
,,Break,canvas.Screen,12_0_1,response,6454.399999997026,124278.29999999702,124279.072,124294.9,130749.29999999702,130749.90000000596,2025-09-11T06:29:41.294Z,130757.6,,keypress(Space),,,,,,,,
,,Short Sequence,flow.Sequence,12_0,completion,95433.09999999702,35302.20000000298,35299.846,35316.2,130749.29999999702,130750.20000000298,2025-09-11T06:29:41.294Z,130757.6,,,,,,,,,,
,,fixation,canvas.Screen,12_1_0_0_0,timeout,533.0,130750.40000000596,130744.976,130757.6,131274.4,131275.70000000298,2025-09-11T06:29:41.820Z,131290.6,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,mask1,canvas.Screen,12_1_0_0_1,timeout,33.29999999998836,131275.79999999702,131274.4,131290.6,131307.7,131308.70000000298,2025-09-11T06:29:41.853Z,131323.9,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,prime,canvas.Screen,12_1_0_0_2,timeout,33.30000000001746,131308.90000000596,131307.7,131323.9,131340.9,131342.0,2025-09-11T06:29:41.886Z,131357.2,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,mask2,canvas.Screen,12_1_0_0_3,timeout,33.5,131342.20000000298,131340.9,131357.2,131373.9,131374.5,2025-09-11T06:29:41.919Z,131390.7,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,DELAY,canvas.Screen,12_1_0_0_4,timeout,83.19999999998254,131374.60000000894,131373.9,131390.7,131457.2,131457.79999999702,2025-09-11T06:29:42.002Z,131473.9,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,target,canvas.Screen,12_1_0_0_5,response,477.8999999970256,131457.90000000596,131457.2,131473.9,131951.79999999702,131952.70000000298,2025-09-11T06:29:42.497Z,131956.9,response_manmade,keypress(m),stove,STOVE,Con_Synth,long,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_1_0_0,completion,1194.199999997014,130750.40000000596,130744.976,130757.6,131951.79999999702,131952.90000000596,2025-09-11T06:29:42.497Z,131956.9,,,stove,STOVE,Con_Synth,long,congruent,m,,
,,fixation,canvas.Screen,12_1_0_1_0,timeout,532.8999999999942,131953.10000000894,131940.6,131956.9,132473.5,132474.29999999702,2025-09-11T06:29:43.018Z,132489.8,,,hare,HARE,Con_Nat,long,congruent,n,,
,,mask1,canvas.Screen,12_1_0_1_1,timeout,33.40000000002328,132474.5,132473.5,132489.8,132506.8,132507.40000000596,2025-09-11T06:29:43.052Z,132523.2,,,hare,HARE,Con_Nat,long,congruent,n,,
,,prime,canvas.Screen,12_1_0_1_2,timeout,33.29999999998836,132507.5,132506.8,132523.2,132539.9,132541.0,2025-09-11T06:29:43.085Z,132556.5,,,hare,HARE,Con_Nat,long,congruent,n,,
,,mask2,canvas.Screen,12_1_0_1_3,timeout,33.79999999998836,132541.20000000298,132539.9,132556.5,132573.3,132574.20000000298,2025-09-11T06:29:43.118Z,132590.3,,,hare,HARE,Con_Nat,long,congruent,n,,
,,DELAY,canvas.Screen,12_1_0_1_4,timeout,82.80000000001746,132574.40000000596,132573.3,132590.3,132656.5,132658.0,2025-09-11T06:29:43.202Z,132673.1,,,hare,HARE,Con_Nat,long,congruent,n,,
,,target,canvas.Screen,12_1_0_1_5,response,527.3999999999942,132658.20000000298,132656.5,132673.1,133200.5,133201.40000000596,2025-09-11T06:29:43.746Z,133206.1,response_natural,keypress(n),hare,HARE,Con_Nat,long,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_1_0_1,completion,1243.6000000000058,131953.0,131940.6,131956.9,133200.5,133201.5,2025-09-11T06:29:43.746Z,133206.1,,,hare,HARE,Con_Nat,long,congruent,n,,
,,fixation,canvas.Screen,12_1_0_2_0,timeout,533.0,133201.70000000298,133189.9,133206.1,133722.7,133724.20000000298,2025-09-11T06:29:44.268Z,133739.1,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,mask1,canvas.Screen,12_1_0_2_1,timeout,33.29999999998836,133724.40000000596,133722.7,133739.1,133755.9,133756.90000000596,2025-09-11T06:29:44.301Z,133772.4,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,prime,canvas.Screen,12_1_0_2_2,timeout,33.5,133757.10000000894,133755.9,133772.4,133789.0,133789.70000000298,2025-09-11T06:29:44.334Z,133805.9,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,mask2,canvas.Screen,12_1_0_2_3,timeout,33.80000000001746,133789.90000000596,133789.0,133805.9,133822.5,133823.5,2025-09-11T06:29:44.368Z,133839.7,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,DELAY,canvas.Screen,12_1_0_2_4,timeout,83.19999999998254,133823.70000000298,133822.5,133839.7,133905.9,133906.79999999702,2025-09-11T06:29:44.451Z,133922.9,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,target,canvas.Screen,12_1_0_2_5,response,754.8999999970256,133907.10000000894,133905.9,133922.9,134677.79999999702,134678.60000000894,2025-09-11T06:29:45.223Z,134689.9,response_manmade,keypress(m),cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_1_0_2,completion,1471.699999997014,133201.60000000894,133189.9,133206.1,134677.79999999702,134678.90000000596,2025-09-11T06:29:45.223Z,134689.9,,,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,,
,,fixation,canvas.Screen,12_1_0_3_0,timeout,531.8000000000175,134679.0,134672.87,134689.9,135205.3,135206.20000000298,2025-09-11T06:29:45.750Z,135221.7,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,mask1,canvas.Screen,12_1_0_3_1,timeout,33.09999999997672,135206.40000000596,135205.3,135221.7,135238.1,135239.29999999702,2025-09-11T06:29:45.783Z,135254.8,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,prime,canvas.Screen,12_1_0_3_2,timeout,33.30000000001746,135239.40000000596,135238.1,135254.8,135271.8,135272.79999999702,2025-09-11T06:29:45.817Z,135288.1,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,mask2,canvas.Screen,12_1_0_3_3,timeout,33.39999999999418,135273.0,135271.8,135288.1,135304.8,135305.29999999702,2025-09-11T06:29:45.849Z,135321.5,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,DELAY,canvas.Screen,12_1_0_3_4,timeout,83.20000000001164,135305.40000000596,135304.8,135321.5,135388.1,135388.60000000894,2025-09-11T06:29:45.933Z,135404.7,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,target,canvas.Screen,12_1_0_3_5,response,719.0999999970081,135388.70000000298,135388.1,135404.7,136123.79999999702,136124.70000000298,2025-09-11T06:29:46.669Z,136137.7,response_natural,keypress(n),bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_1_0_3,completion,1433.8999999970256,134679.0,134672.87,134689.9,136123.79999999702,136125.0,2025-09-11T06:29:46.669Z,136137.7,,,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,,
,,fixation,canvas.Screen,12_1_0_4_0,timeout,533.0,136125.10000000894,136121.338,136137.7,136654.4,136655.20000000298,2025-09-11T06:29:47.199Z,136670.7,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,mask1,canvas.Screen,12_1_0_4_1,timeout,33.29999999998836,136655.40000000596,136654.4,136670.7,136687.4,136688.5,2025-09-11T06:29:47.233Z,136704.0,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,prime,canvas.Screen,12_1_0_4_2,timeout,33.60000000000582,136688.70000000298,136687.4,136704.0,136720.7,136721.60000000894,2025-09-11T06:29:47.266Z,136737.6,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,mask2,canvas.Screen,12_1_0_4_3,timeout,33.39999999999418,136721.79999999702,136720.7,136737.6,136754.3,136755.40000000596,2025-09-11T06:29:47.299Z,136771.0,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,DELAY,canvas.Screen,12_1_0_4_4,timeout,82.89999999999418,136755.40000000596,136754.3,136771.0,136837.2,136846.70000000298,2025-09-11T06:29:47.391Z,136853.9,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,target,canvas.Screen,12_1_0_4_5,response,689.2000000089465,136846.90000000596,136837.2,136853.9,137543.10000000894,137543.90000000596,2025-09-11T06:29:48.088Z,137553.4,response_natural,keypress(n),boar,BOAR,Con_Nat,long,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_1_0_4,completion,1405.400000008929,136125.0,136121.338,136137.7,137543.10000000894,137544.10000000894,2025-09-11T06:29:48.088Z,137553.4,,,boar,BOAR,Con_Nat,long,congruent,n,,
,,fixation,canvas.Screen,12_1_0_5_0,timeout,533.0,137544.10000000894,137537.6,137553.4,138069.8,138074.79999999702,2025-09-11T06:29:48.619Z,138086.4,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,mask1,canvas.Screen,12_1_0_5_1,timeout,33.70000000001164,138074.90000000596,138069.8,138086.4,138103.5,138104.40000000596,2025-09-11T06:29:48.649Z,138120.1,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,prime,canvas.Screen,12_1_0_5_2,timeout,33.5,138104.5,138103.5,138120.1,138136.5,138140.70000000298,2025-09-11T06:29:48.685Z,138153.6,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,mask2,canvas.Screen,12_1_0_5_3,timeout,33.0,138140.90000000596,138136.5,138153.6,138170.0,138170.90000000596,2025-09-11T06:29:48.715Z,138186.6,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,DELAY,canvas.Screen,12_1_0_5_4,timeout,83.19999999998254,138171.10000000894,138170.0,138186.6,138253.2,138254.0,2025-09-11T06:29:48.798Z,138269.8,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,target,canvas.Screen,12_1_0_5_5,response,931.6000000059721,138254.10000000894,138253.2,138269.8,139201.40000000596,139202.20000000298,2025-09-11T06:29:49.746Z,139236.0,response_manmade,keypress(m),cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_1_0_5,completion,1648.0000000059663,137544.10000000894,137537.6,137553.4,139201.40000000596,139202.40000000596,2025-09-11T06:29:49.747Z,139236.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
,,fixation,canvas.Screen,12_1_0_6_0,timeout,532.7000000000116,139202.60000000894,139219.2,139236.0,139752.2,139753.0,2025-09-11T06:29:50.297Z,139768.7,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,mask1,canvas.Screen,12_1_0_6_1,timeout,33.89999999999418,139753.20000000298,139752.2,139768.7,139785.4,139786.0,2025-09-11T06:29:50.330Z,139802.6,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,prime,canvas.Screen,12_1_0_6_2,timeout,32.89999999999418,139786.10000000894,139785.4,139802.6,139818.8,139820.0,2025-09-11T06:29:50.364Z,139835.5,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,mask2,canvas.Screen,12_1_0_6_3,timeout,33.29999999998836,139820.20000000298,139818.8,139835.5,139852.1,139852.90000000596,2025-09-11T06:29:50.397Z,139868.8,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,DELAY,canvas.Screen,12_1_0_6_4,timeout,83.60000000000582,139853.0,139852.1,139868.8,139935.5,139936.40000000596,2025-09-11T06:29:50.481Z,139952.4,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,target,canvas.Screen,12_1_0_6_5,response,509.5000000059663,139936.5,139935.5,139952.4,140461.90000000596,140462.70000000298,2025-09-11T06:29:51.007Z,140470.7,response_natural,keypress(n),bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_1_0_6,completion,1225.9000000059605,139202.5,139219.2,139236.0,140461.90000000596,140462.90000000596,2025-09-11T06:29:51.007Z,140470.7,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,
,,fixation,canvas.Screen,12_1_0_7_0,timeout,547.2999999999884,140463.0,140452.38,140470.7,141001.6,141003.0,2025-09-11T06:29:51.547Z,141018.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
,,mask1,canvas.Screen,12_1_0_7_1,timeout,33.39999999999418,141003.20000000298,141001.6,141018.0,141035.0,141035.90000000596,2025-09-11T06:29:51.580Z,141051.4,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
